Case ID;Actual;Prefix Length;Prediction;Prediction Probability;MAPE Correctness;RMSE Correctness;R2 Correctness;Mode
Case101_11;0;11;0;0.8373493975903614;1.0;1.0;-1.0;permutation
Case101_6;0;6;0;0.8373493975903614;1.0;1.0;-1.0;permutation
Case106_7;0;7;0;0.8373493975903614;1.0;1.0;-1.0;permutation
Case108_4;1;4;1;0.8417721518987342;0.993920972644377;0.993920972644377;-0.993920972644377;permutation
Case109_4;1;4;0;0.5294117647058824;0.985276073619632;0.985276073619632;-0.993846095403958;permutation
Case109_5;1;5;1;0.8417721518987342;1.0;1.0;-1.0;permutation
Case111_12;1;12;1;0.9053497942386832;0.9823633156966491;0.980599647266314;-0.9906974722292783;permutation
Case115_12;1;12;0;0.8275862068965517;0.9918699186991868;0.9918699186991868;-0.9969465577574307;permutation
Case117;0;1;1;0.63671875;0.985276073619632;0.985276073619632;-0.993846095403958;permutation
Case11_14;1;14;1;0.9053497942386832;0.9841269841269843;0.980599647266314;-0.9906974722292783;permutation
Case124_5;0;5;1;0.5531914893617021;0.983068369521889;0.9851207043225612;-0.9851207043225612;permutation
Case124_8;0;8;0;0.9230769230769232;0.985276073619632;0.9901840490797545;-0.9901840490797545;permutation
Case12_7;0;7;1;0.8823529411764706;0.9871088416083664;0.9871088416083664;-0.9871088416083664;permutation
Case135_5;1;5;1;0.8417721518987342;0.993920972644377;0.993920972644377;-0.993920972644377;permutation
Case135_6;1;6;1;0.8417721518987342;0.993920972644377;1.0;-1.0;permutation
Case136_3;0;3;1;0.7232142857142857;0.980599647266314;0.980599647266314;-0.980599647266314;permutation
Case155_12;0;12;0;0.8373493975903614;1.0;1.0;-1.0;permutation
Case155_9;0;9;0;0.8373493975903614;1.0;1.0;-1.0;permutation
Case17;1;1;1;0.5531914893617021;0.9851207043225612;0.983068369521889;-0.983068369521889;permutation
Case178_11;0;11;0;0.5294117647058824;0.9779141104294479;0.9803680981595092;-0.993846095403958;permutation
Case178_14;0;14;0;0.5294117647058824;0.9779141104294479;0.9803680981595092;-0.993846095403958;permutation
Case17_9;1;9;1;0.9053497942386832;0.9823633156966491;0.9788359788359788;-0.9906974722292783;permutation
Case185_4;0;4;1;0.63671875;0.985276073619632;0.985276073619632;-0.993846095403958;permutation
Case185_5;0;5;1;0.63671875;0.985276073619632;0.985276073619632;-0.993846095403958;permutation
Case187_14;1;14;1;0.9053497942386832;0.9823633156966491;0.980599647266314;-0.9906974722292783;permutation
Case187_9;1;9;1;0.9053497942386832;0.9823633156966491;0.9788359788359788;-0.9906974722292783;permutation
Case18_7;1;7;1;0.9053497942386832;0.9823633156966491;0.980599647266314;-0.9906974722292783;permutation
Case192_12;0;12;0;0.8125;0.9908256880733946;0.9908256880733946;-0.9954022744967959;permutation
Case192_14;0;14;0;0.8125;0.9908256880733946;0.9908256880733946;-0.9954022744967959;permutation
Case192_5;0;5;0;0.8275862068965517;0.9918699186991868;0.9918699186991868;-0.9969465577574307;permutation
Case195_13;0;13;0;0.5294117647058824;0.9779141104294479;0.9803680981595092;-0.993846095403958;permutation
Case199_5;1;5;1;0.63671875;0.985276073619632;0.985276073619632;-0.993846095403958;permutation
Case200_3;1;3;1;0.63671875;0.985276073619632;0.985276073619632;-0.993846095403958;permutation
Case201_13;1;13;0;0.8373493975903614;1.0;1.0;-1.0;permutation
Case201_14;1;14;0;0.8373493975903614;1.0;1.0;-1.0;permutation
Case203_3;0;3;1;0.63671875;0.985276073619632;0.985276073619632;-0.993846095403958;permutation
Case206;1;1;1;0.63671875;0.9877300613496932;0.9877300613496932;-0.993846095403958;permutation
Case206_6;1;6;1;0.63671875;0.9901840490797545;0.9877300613496932;-0.993846095403958;permutation
Case207;1;1;1;0.63671875;0.985276073619632;0.985276073619632;-0.993846095403958;permutation
Case207_12;1;12;1;0.8417721518987342;1.0;1.0;-1.0;permutation
Case207_7;1;7;1;0.8417721518987342;0.993920972644377;0.993920972644377;-0.993920972644377;permutation
Case208_2;1;2;1;0.5531914893617021;0.9851207043225612;0.983068369521889;-0.983068369521889;permutation
Case20_11;1;11;1;0.9053497942386832;0.9823633156966491;0.980599647266314;-0.9906974722292783;permutation
Case20_13;1;13;1;0.9053497942386832;0.9823633156966491;0.9788359788359788;-0.9906974722292783;permutation
Case20_8;1;8;1;0.9053497942386832;0.9823633156966491;0.980599647266314;-0.9906974722292783;permutation
Case210_13;0;13;1;0.8417721518987342;1.0;1.0;-1.0;permutation
Case210_8;0;8;1;0.8417721518987342;1.0;1.0;-1.0;permutation
Case211_2;0;2;1;0.63671875;0.9901840490797545;0.9901840490797545;-0.993846095403958;permutation
Case211_4;0;4;1;0.63671875;0.985276073619632;0.985276073619632;-0.993846095403958;permutation
Case223_13;0;13;0;0.8373493975903614;1.0;1.0;-1.0;permutation
Case223_6;0;6;1;0.5531914893617021;0.983068369521889;0.9851207043225612;-0.9851207043225612;permutation
Case225_2;1;2;1;0.7232142857142857;0.9770723104056438;0.9753086419753086;-0.9753086419753086;permutation
Case225_8;1;8;1;0.9053497942386832;0.9823633156966491;0.980599647266314;-0.9906974722292783;permutation
Case229_10;0;10;0;0.8373493975903614;0.993920972644377;0.993920972644377;-0.993920972644377;permutation
Case235_10;1;10;1;0.9053497942386832;0.9823633156966491;0.980599647266314;-0.9906974722292783;permutation
Case238_12;1;12;1;0.8417721518987342;0.993920972644377;0.993920972644377;-0.993920972644377;permutation
Case239_4;0;4;0;0.8235294117647058;0.9877300613496932;0.9901840490797545;-0.9901840490797545;permutation
Case244_4;1;4;1;0.63671875;0.985276073619632;0.985276073619632;-0.993846095403958;permutation
Case245_10;1;10;1;0.9053497942386832;0.9823633156966491;0.980599647266314;-0.9906974722292783;permutation
Case245_8;1;8;1;0.9053497942386832;0.9841269841269843;0.980599647266314;-0.9906974722292783;permutation
Case248_6;1;6;1;0.7232142857142857;0.9770723104056438;0.9770723104056438;-0.9770723104056438;permutation
Case251_12;0;12;0;0.8275862068965517;0.9959349593495933;0.9959349593495933;-0.9969465577574307;permutation
Case251_8;0;8;0;0.8275862068965517;0.9918699186991868;0.9918699186991868;-0.9969465577574307;permutation
Case252_10;0;10;0;0.8275862068965517;0.9878048780487804;0.9878048780487804;-0.9969465577574307;permutation
Case253_3;1;3;1;0.63671875;0.9877300613496932;0.985276073619632;-0.993846095403958;permutation
Case257_4;1;4;1;0.63671875;0.985276073619632;0.985276073619632;-0.993846095403958;permutation
Case258_10;1;10;1;0.8417721518987342;0.993920972644377;0.993920972644377;-0.993920972644377;permutation
Case25_3;1;3;1;0.8823529411764706;0.9871088416083664;0.9821978523466333;-0.9821978523466333;permutation
Case260_14;1;14;1;0.8417721518987342;1.0;1.0;-1.0;permutation
Case263_12;0;12;0;0.8373493975903614;1.0;1.0;-1.0;permutation
Case263_14;0;14;0;0.8373493975903614;1.0;1.0;-1.0;permutation
Case263_2;0;2;1;0.5531914893617021;0.9851207043225612;0.9871730391232331;-0.9871730391232331;permutation
Case263_7;0;7;0;0.8235294117647058;0.9877300613496932;0.985276073619632;-0.985276073619632;permutation
Case265_3;0;3;1;0.8823529411764706;0.9895643362392331;0.9871088416083664;-0.9871088416083664;permutation
Case265_7;0;7;0;0.8373493975903614;0.993920972644377;0.993920972644377;-0.993920972644377;permutation
Case265_9;0;9;0;0.8373493975903614;0.993920972644377;0.993920972644377;-0.993920972644377;permutation
