Case ID;Actual;Prefix Length;Prediction;Prediction Probability;MAPE Correctness;RMSE Correctness;R2 Correctness;Mode
Case101_11;0;11;0;0.8373493975903614;0.6995965889766242;0.6995965889766242;-0.6995965889766242;baseline_min
Case101_6;0;6;0;0.8373493975903614;0.6995965889766242;0.6995965889766242;-0.6995965889766242;baseline_min
Case106_7;0;7;0;0.8373493975903614;0.6995965889766242;0.6995965889766242;-0.6995965889766242;baseline_min
Case108_4;1;4;1;0.8417721518987342;0.993920972644377;0.993920972644377;-0.993920972644377;baseline_min
Case109_4;1;4;0;0.5294117647058824;0.764335455616612;0.764335455616612;-0.7650924156311584;baseline_min
Case109_5;1;5;1;0.8417721518987342;1.0;1.0;-1.0;baseline_min
Case111_12;1;12;1;0.9053497942386832;0.6452944941309058;0.6452944941309058;-0.6432422413903731;baseline_min
Case115_12;1;12;0;0.8275862068965517;0.5650688311497373;0.5650688311497373;-0.5650688311497373;baseline_min
Case117;0;1;1;0.63671875;;;;baseline_min
Case11_14;1;14;1;0.9053497942386832;0.6426169236158399;0.6426169236158399;-0.6432422413903731;baseline_min
Case124_5;0;5;1;0.5531914893617021;0.5705912334952974;0.5705912334952974;-0.5705912334952974;baseline_min
Case124_8;0;8;0;0.9230769230769232;0.4281331694492653;0.4281331694492653;-0.4281331694492653;baseline_min
Case12_7;0;7;1;0.8823529411764706;0.7632246298178642;0.7632246298178642;-0.7632246298178642;baseline_min
Case135_5;1;5;1;0.8417721518987342;1.0;1.0;-1.0;baseline_min
Case135_6;1;6;1;0.8417721518987342;1.0;1.0;-1.0;baseline_min
Case136_3;0;3;1;0.7232142857142857;0.5353567421057547;0.5353567421057547;-0.5353567421057547;baseline_min
Case155_12;0;12;0;0.8373493975903614;0.6995965889766242;0.6995965889766242;-0.6995965889766242;baseline_min
Case155_9;0;9;0;0.8373493975903614;0.6995965889766242;0.6995965889766242;-0.6995965889766242;baseline_min
Case17;1;1;1;0.5531914893617021;0.5670581608420758;0.5670581608420758;-0.5670581608420758;baseline_min
Case178_11;0;11;0;0.5294117647058824;0.7580186336693673;0.7580186336693673;-0.7650924156311584;baseline_min
Case178_14;0;14;0;0.5294117647058824;0.7580186336693673;0.7580186336693673;-0.7650924156311584;baseline_min
Case17_9;1;9;1;0.9053497942386832;0.6426169236158399;0.6426169236158399;-0.6432422413903731;baseline_min
Case185_4;0;4;1;0.63671875;;;;baseline_min
Case185_5;0;5;1;0.63671875;;;;baseline_min
Case187_14;1;14;1;0.9053497942386832;0.6426169236158399;0.6426169236158399;-0.6432422413903731;baseline_min
Case187_9;1;9;1;0.9053497942386832;0.6426169236158399;0.6426169236158399;-0.6432422413903731;baseline_min
Case18_7;1;7;1;0.9053497942386832;0.6426169236158399;0.6426169236158399;-0.6432422413903731;baseline_min
Case192_12;0;12;0;0.8125;0.7006425973806396;0.7006425973806396;-0.6995507301028777;baseline_min
Case192_14;0;14;0;0.8125;0.7006425973806396;0.7006425973806396;-0.6995507301028777;baseline_min
Case192_5;0;5;0;0.8275862068965517;0.5650688311497373;0.5650688311497373;-0.5650688311497373;baseline_min
Case195_13;0;13;0;0.5294117647058824;0.7580186336693673;0.7580186336693673;-0.7650924156311584;baseline_min
Case199_5;1;5;1;0.63671875;;;;baseline_min
Case200_3;1;3;1;0.63671875;;;;baseline_min
Case201_13;1;13;0;0.8373493975903614;0.6995965889766242;0.6995965889766242;-0.6995965889766242;baseline_min
Case201_14;1;14;0;0.8373493975903614;0.6995965889766242;0.6995965889766242;-0.6995965889766242;baseline_min
Case203_3;0;3;1;0.63671875;;;;baseline_min
Case206;1;1;1;0.63671875;;;;baseline_min
Case206_6;1;6;1;0.63671875;;;;baseline_min
Case207;1;1;1;0.63671875;;;;baseline_min
Case207_12;1;12;1;0.8417721518987342;1.0;1.0;-1.0;baseline_min
Case207_7;1;7;1;0.8417721518987342;0.993920972644377;0.993920972644377;-0.993920972644377;baseline_min
Case208_2;1;2;1;0.5531914893617021;0.5670581608420758;0.5670581608420758;-0.5670581608420758;baseline_min
Case20_11;1;11;1;0.9053497942386832;0.6452944941309058;0.6452944941309058;-0.6432422413903731;baseline_min
Case20_13;1;13;1;0.9053497942386832;0.6452944941309058;0.6452944941309058;-0.6432422413903731;baseline_min
Case20_8;1;8;1;0.9053497942386832;0.6426169236158399;0.6426169236158399;-0.6432422413903731;baseline_min
Case210_13;0;13;1;0.8417721518987342;1.0;1.0;-1.0;baseline_min
Case210_8;0;8;1;0.8417721518987342;1.0;1.0;-1.0;baseline_min
Case211_2;0;2;1;0.63671875;;;;baseline_min
Case211_4;0;4;1;0.63671875;;;;baseline_min
Case223_13;0;13;0;0.8373493975903614;0.6995965889766242;0.6995965889766242;-0.6995965889766242;baseline_min
Case223_6;0;6;1;0.5531914893617021;0.5705912334952974;0.5705912334952974;-0.5705912334952974;baseline_min
Case225_2;1;2;1;0.7232142857142857;0.5320823889430284;0.5320823889430284;-0.5320823889430284;baseline_min
Case225_8;1;8;1;0.9053497942386832;0.6426169236158399;0.6426169236158399;-0.6432422413903731;baseline_min
Case229_10;0;10;0;0.8373493975903614;0.6995965889766242;0.6995965889766242;-0.6995965889766242;baseline_min
Case235_10;1;10;1;0.9053497942386832;0.6452944941309058;0.6452944941309058;-0.6432422413903731;baseline_min
Case238_12;1;12;1;0.8417721518987342;1.0;1.0;-1.0;baseline_min
Case239_4;0;4;0;0.8235294117647058;0.44994887235113873;0.44994887235113873;-0.44994887235113873;baseline_min
Case244_4;1;4;1;0.63671875;;;;baseline_min
Case245_10;1;10;1;0.9053497942386832;0.6452944941309058;0.6452944941309058;-0.6432422413903731;baseline_min
Case245_8;1;8;1;0.9053497942386832;0.6426169236158399;0.6426169236158399;-0.6432422413903731;baseline_min
Case248_6;1;6;1;0.7232142857142857;0.5320823889430284;0.5320823889430284;-0.5320823889430284;baseline_min
Case251_12;0;12;0;0.8275862068965517;0.5650688311497373;0.5650688311497373;-0.5650688311497373;baseline_min
Case251_8;0;8;0;0.8275862068965517;0.5650688311497373;0.5650688311497373;-0.5650688311497373;baseline_min
Case252_10;0;10;0;0.8275862068965517;0.5650688311497373;0.5650688311497373;-0.5650688311497373;baseline_min
Case253_3;1;3;1;0.63671875;;;;baseline_min
Case257_4;1;4;1;0.63671875;;;;baseline_min
Case258_10;1;10;1;0.8417721518987342;1.0;1.0;-1.0;baseline_min
Case25_3;1;3;1;0.8823529411764706;0.7569039289498074;0.7569039289498074;-0.7569039289498074;baseline_min
Case260_14;1;14;1;0.8417721518987342;1.0;1.0;-1.0;baseline_min
Case263_12;0;12;0;0.8373493975903614;0.6995965889766242;0.6995965889766242;-0.6995965889766242;baseline_min
Case263_14;0;14;0;0.8373493975903614;0.6995965889766242;0.6995965889766242;-0.6995965889766242;baseline_min
Case263_2;0;2;1;0.5531914893617021;0.5705912334952974;0.5705912334952974;-0.5705912334952974;baseline_min
Case263_7;0;7;0;0.8235294117647058;0.44994887235113873;0.44994887235113873;-0.44994887235113873;baseline_min
Case265_3;0;3;1;0.8823529411764706;0.7632246298178642;0.7632246298178642;-0.7632246298178642;baseline_min
Case265_7;0;7;0;0.8373493975903614;0.6995965889766242;0.6995965889766242;-0.6995965889766242;baseline_min
Case265_9;0;9;0;0.8373493975903614;0.6995965889766242;0.6995965889766242;-0.6995965889766242;baseline_min
