iter;dataset;cls;method;param;value;score
2;sepsis_cases_1;decision_tree;single_agg;criterion;gini;0.9994447529150472
2;sepsis_cases_1;decision_tree;single_agg;max_features;0.9488193290055104;0.9994447529150472
2;sepsis_cases_1;decision_tree;single_agg;min_samples_split;0.012420767235574948;0.9994447529150472
2;sepsis_cases_1;decision_tree;single_agg;splitter;random;0.9994447529150472
2;sepsis_cases_1;decision_tree;single_agg;processing_time;1.8311741352081299;0
3;sepsis_cases_1;decision_tree;single_agg;criterion;entropy;0.9987054502207752
3;sepsis_cases_1;decision_tree;single_agg;max_features;0.44174207070913285;0.9987054502207752
3;sepsis_cases_1;decision_tree;single_agg;min_samples_split;0.03949607600985139;0.9987054502207752
3;sepsis_cases_1;decision_tree;single_agg;splitter;best;0.9987054502207752
3;sepsis_cases_1;decision_tree;single_agg;processing_time;1.9231367111206055;0
4;sepsis_cases_1;decision_tree;single_agg;criterion;gini;0.9990754085013815
4;sepsis_cases_1;decision_tree;single_agg;max_features;0.5401367926526173;0.9990754085013815
4;sepsis_cases_1;decision_tree;single_agg;min_samples_split;0.5189308964067334;0.9990754085013815
4;sepsis_cases_1;decision_tree;single_agg;splitter;best;0.9990754085013815
4;sepsis_cases_1;decision_tree;single_agg;processing_time;1.735917091369629;0
5;sepsis_cases_1;decision_tree;single_agg;criterion;gini;1.0
5;sepsis_cases_1;decision_tree;single_agg;max_features;0.5600469156651793;1.0
5;sepsis_cases_1;decision_tree;single_agg;min_samples_split;0.9843253957964501;1.0
5;sepsis_cases_1;decision_tree;single_agg;splitter;random;1.0
5;sepsis_cases_1;decision_tree;single_agg;processing_time;1.6887643337249756;0
6;sepsis_cases_1;decision_tree;single_agg;criterion;entropy;0.9996306555863343
6;sepsis_cases_1;decision_tree;single_agg;max_features;0.9382250220307072;0.9996306555863343
6;sepsis_cases_1;decision_tree;single_agg;min_samples_split;0.6900462277020942;0.9996306555863343
6;sepsis_cases_1;decision_tree;single_agg;splitter;best;0.9996306555863343
6;sepsis_cases_1;decision_tree;single_agg;processing_time;1.7171475887298584;0
7;sepsis_cases_1;decision_tree;single_agg;criterion;gini;0.9992604915454866
7;sepsis_cases_1;decision_tree;single_agg;max_features;0.07282066619903227;0.9992604915454866
7;sepsis_cases_1;decision_tree;single_agg;min_samples_split;0.2382030039156916;0.9992604915454866
7;sepsis_cases_1;decision_tree;single_agg;splitter;random;0.9992604915454866
7;sepsis_cases_1;decision_tree;single_agg;processing_time;1.8391878604888916;0
8;sepsis_cases_1;decision_tree;single_agg;criterion;gini;0.9987054498797376
8;sepsis_cases_1;decision_tree;single_agg;max_features;0.7316373287333006;0.9987054498797376
8;sepsis_cases_1;decision_tree;single_agg;min_samples_split;0.1408574914809293;0.9987054498797376
8;sepsis_cases_1;decision_tree;single_agg;splitter;best;0.9987054498797376
8;sepsis_cases_1;decision_tree;single_agg;processing_time;1.7741036415100098;0
9;sepsis_cases_1;decision_tree;single_agg;criterion;gini;0.9996300406955235
9;sepsis_cases_1;decision_tree;single_agg;max_features;0.5441099045298511;0.9996300406955235
9;sepsis_cases_1;decision_tree;single_agg;min_samples_split;0.5961791593397809;0.9996300406955235
9;sepsis_cases_1;decision_tree;single_agg;splitter;random;0.9996300406955235
9;sepsis_cases_1;decision_tree;single_agg;processing_time;1.8066394329071045;0
10;sepsis_cases_1;decision_tree;single_agg;criterion;entropy;0.9994455737932059
10;sepsis_cases_1;decision_tree;single_agg;max_features;0.5801317992653466;0.9994455737932059
10;sepsis_cases_1;decision_tree;single_agg;min_samples_split;0.8209705406310039;0.9994455737932059
10;sepsis_cases_1;decision_tree;single_agg;splitter;best;0.9994455737932059
10;sepsis_cases_1;decision_tree;single_agg;processing_time;1.7403371334075928;0
11;sepsis_cases_1;decision_tree;single_agg;criterion;gini;0.9996304507364099
11;sepsis_cases_1;decision_tree;single_agg;max_features;0.7255467972329528;0.9996304507364099
11;sepsis_cases_1;decision_tree;single_agg;min_samples_split;0.2797444552101136;0.9996304507364099
11;sepsis_cases_1;decision_tree;single_agg;splitter;random;0.9996304507364099
11;sepsis_cases_1;decision_tree;single_agg;processing_time;1.6811456680297852;0
