iter;dataset;cls;method;param;value;score
2;hospital_billing_2;decision_tree;single_agg;criterion;gini;0.9409451863630327
2;hospital_billing_2;decision_tree;single_agg;max_features;0.09778246653451905;0.9409451863630327
2;hospital_billing_2;decision_tree;single_agg;min_samples_split;0.08093673625752373;0.9409451863630327
2;hospital_billing_2;decision_tree;single_agg;splitter;random;0.9409451863630327
2;hospital_billing_2;decision_tree;single_agg;processing_time;95.96819257736206;0
3;hospital_billing_2;decision_tree;single_agg;criterion;entropy;0.9431602679606157
3;hospital_billing_2;decision_tree;single_agg;max_features;0.9558515832050316;0.9431602679606157
3;hospital_billing_2;decision_tree;single_agg;min_samples_split;0.21394436539026707;0.9431602679606157
3;hospital_billing_2;decision_tree;single_agg;splitter;random;0.9431602679606157
3;hospital_billing_2;decision_tree;single_agg;processing_time;89.75477695465088;0
4;hospital_billing_2;decision_tree;single_agg;criterion;gini;0.9441193680585903
4;hospital_billing_2;decision_tree;single_agg;max_features;0.9902533137905537;0.9441193680585903
4;hospital_billing_2;decision_tree;single_agg;min_samples_split;0.8306441295261082;0.9441193680585903
4;hospital_billing_2;decision_tree;single_agg;splitter;random;0.9441193680585903
4;hospital_billing_2;decision_tree;single_agg;processing_time;84.72077584266663;0
5;hospital_billing_2;decision_tree;single_agg;criterion;entropy;0.9440509912203924
5;hospital_billing_2;decision_tree;single_agg;max_features;0.8174528385417192;0.9440509912203924
5;hospital_billing_2;decision_tree;single_agg;min_samples_split;0.20598108414602645;0.9440509912203924
5;hospital_billing_2;decision_tree;single_agg;splitter;random;0.9440509912203924
5;hospital_billing_2;decision_tree;single_agg;processing_time;91.23295092582703;0
6;hospital_billing_2;decision_tree;single_agg;criterion;entropy;0.9437677279426403
6;hospital_billing_2;decision_tree;single_agg;max_features;0.23876669185641053;0.9437677279426403
6;hospital_billing_2;decision_tree;single_agg;min_samples_split;0.665923288335948;0.9437677279426403
6;hospital_billing_2;decision_tree;single_agg;splitter;best;0.9437677279426403
6;hospital_billing_2;decision_tree;single_agg;processing_time;85.96365666389465;0
7;hospital_billing_2;decision_tree;single_agg;criterion;gini;0.9409435203372021
7;hospital_billing_2;decision_tree;single_agg;max_features;0.28164286474628497;0.9409435203372021
7;hospital_billing_2;decision_tree;single_agg;min_samples_split;0.7896145771911312;0.9409435203372021
7;hospital_billing_2;decision_tree;single_agg;splitter;best;0.9409435203372021
7;hospital_billing_2;decision_tree;single_agg;processing_time;91.15093898773193;0
8;hospital_billing_2;decision_tree;single_agg;criterion;gini;0.9421288617327229
8;hospital_billing_2;decision_tree;single_agg;max_features;0.16776844197246454;0.9421288617327229
8;hospital_billing_2;decision_tree;single_agg;min_samples_split;0.7876683943319687;0.9421288617327229
8;hospital_billing_2;decision_tree;single_agg;splitter;random;0.9421288617327229
8;hospital_billing_2;decision_tree;single_agg;processing_time;90.15221452713013;0
9;hospital_billing_2;decision_tree;single_agg;criterion;gini;0.9402967802235341
9;hospital_billing_2;decision_tree;single_agg;max_features;0.8235339064168746;0.9402967802235341
9;hospital_billing_2;decision_tree;single_agg;min_samples_split;0.8930204787067829;0.9402967802235341
9;hospital_billing_2;decision_tree;single_agg;splitter;best;0.9402967802235341
9;hospital_billing_2;decision_tree;single_agg;processing_time;92.9854781627655;0
10;hospital_billing_2;decision_tree;single_agg;criterion;entropy;0.9422398672192753
10;hospital_billing_2;decision_tree;single_agg;max_features;0.33745886494301935;0.9422398672192753
10;hospital_billing_2;decision_tree;single_agg;min_samples_split;0.032130614539147895;0.9422398672192753
10;hospital_billing_2;decision_tree;single_agg;splitter;random;0.9422398672192753
10;hospital_billing_2;decision_tree;single_agg;processing_time;89.28417992591858;0
11;hospital_billing_2;decision_tree;single_agg;criterion;entropy;0.9412951586154445
11;hospital_billing_2;decision_tree;single_agg;max_features;0.94442330087586;0.9412951586154445
11;hospital_billing_2;decision_tree;single_agg;min_samples_split;0.7882944475466372;0.9412951586154445
11;hospital_billing_2;decision_tree;single_agg;splitter;best;0.9412951586154445
11;hospital_billing_2;decision_tree;single_agg;processing_time;87.97198152542114;0
