Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;SHAP Precision;SHAP Recall;SHAP Correlation;LIME Precision;LIME Recall;LIME Correlation
AEAE_10;0;10;0;0.9999675077964528;1.0;1.0;1.0;1.0;1.0;0.2295049450871763;1.0;1.0;0.18334856912924924
ALFE_8;1;8;0;0.9235411294394918;1.0;1.0;1.0;1.0;1.0;0.2291845933052134;1.0;1.0;0.18661899501539095
ANSD_9;1;9;1;0.5799754757125538;1.0;1.0;1.0;1.0;1.0;0.23150659840975105;0.0;0.0;0.19194297370328955
AQYD_8;1;8;0;0.5205405266727903;1.0;1.0;1.0;1.0;1.0;0.22897950157698665;1.0;1.0;0.1866456975595624
BELD_6;1;6;0;0.6287915082622055;1.0;1.0;1.0;1.0;1.0;0.224418547637025;1.0;1.0;0.19436273282511213
BELD_7;1;7;0;0.8807594163926038;1.0;1.0;1.0;1.0;1.0;0.2269205598478925;1.0;1.0;0.19259782181035137
BOUD_12;0;12;0;0.9999703504174924;1.0;1.0;1.0;1.0;1.0;0.2271106539883485;0.5;1.0;0.18905274118416043
CEHE_4;1;4;1;0.7050032322003693;1.0;1.0;1.0;1.0;1.0;0.22060584933048266;1.0;1.0;0.18493292008342208
DAMD_11;0;11;0;0.9999741886365999;1.0;1.0;1.0;1.0;1.0;0.2260726298486336;1.0;1.0;0.17664750209193714
DFBE_8;0;8;0;0.9991302857463054;1.0;1.0;1.0;1.0;1.0;0.21879132741737395;1.0;1.0;0.17271968499928875
DFPD_2;1;2;1;0.9998778357064929;1.0;1.0;1.0;1.0;1.0;0.2215638157814926;1.0;1.0;0.18949269738812818
DGWD;0;1;0;0.9324540645954188;1.0;1.0;1.0;1.0;1.0;0.2201540425137232;1.0;1.0;0.19256984771645747
DRYD_13;0;13;0;0.9999695151636112;1.0;1.0;1.0;1.0;1.0;0.2203526854234636;1.0;1.0;0.1919086418607834
DRYD_14;0;14;0;0.9999983018224634;1.0;1.0;1.0;1.0;1.0;0.22049196183046274;0.3333333333333333;1.0;0.18729545946773438
DXQD_4;1;4;0;0.9750680213867138;1.0;1.0;1.0;0.0;0.0;0.22246769060833765;0.5;1.0;0.1710997306528873
EEMD_3;0;3;0;0.9902849111099964;1.0;1.0;1.0;1.0;1.0;0.2236702338957944;0.0;0.0;0.16896734176833844
EOND_6;1;6;1;0.9991237824511354;1.0;1.0;1.0;1.0;1.0;0.2268810597667589;1.0;1.0;0.18047486675651198
FARD_5;1;5;1;0.6122625898976817;1.0;1.0;1.0;1.0;1.0;0.2218867961296469;1.0;1.0;0.18659229247121947
FFYD_8;0;8;0;0.9999998086203644;1.0;1.0;1.0;1.0;1.0;0.22093065264315576;1.0;1.0;0.18146354421695793
FUHD_10;0;10;0;0.9999793523509836;1.0;1.0;1.0;1.0;1.0;0.22203089158953412;1.0;1.0;0.19054523761252354
GAMD_9;0;9;0;0.9998926230985424;1.0;1.0;1.0;1.0;1.0;0.22443724399819506;1.0;1.0;0.1779813577507873
GNUD_5;1;5;0;0.918484462809246;1.0;1.0;1.0;0.0;0.0;0.22345588531597585;1.0;1.0;0.1761617700979612
GTKE_2;1;2;1;0.9999736984640488;1.0;1.0;1.0;1.0;1.0;0.22269111156168026;1.0;1.0;0.18464936449531572
GXYD_11;1;11;0;0.9998706577072566;1.0;1.0;1.0;1.0;1.0;0.23032307425342002;1.0;1.0;0.1873412352577426
GXYD_12;1;12;0;0.9999541733590198;1.0;1.0;1.0;1.0;1.0;0.23019246929615825;1.0;1.0;0.19001784742350009
GXYD_13;1;13;0;0.9999969427164632;1.0;1.0;1.0;1.0;1.0;0.2301308631842423;1.0;1.0;0.1888887112699644
GXYD_14;1;14;0;0.99990231680944;1.0;1.0;1.0;1.0;1.0;0.22990661693686826;0.5;1.0;0.19175987054325674
HISD_9;1;9;1;0.9868491805730032;1.0;1.0;1.0;1.0;1.0;0.22927330610637234;0.0;0.0;0.19657522934217533
HPHE_3;1;3;1;0.8850282254619012;1.0;1.0;1.0;0.0;0.0;0.22510557208656445;0.0;0.0;0.17317617134964833
HQGE_4;0;4;0;0.998149413060634;1.0;1.0;1.0;1.0;1.0;0.21997348805512304;0.5;1.0;0.17217927636724745
IBYD_2;0;2;0;0.8833519838977005;1.0;1.0;1.0;1.0;1.0;0.2225750197447219;0.0;0.0;0.178460731996151
IDQD_4;1;4;0;0.695102505225514;1.0;1.0;1.0;0.0;0.0;0.224346270979262;0.5;1.0;0.17697301882088437
IIFE_3;0;3;0;0.9919808531842088;1.0;1.0;1.0;1.0;1.0;0.2219141031350554;0.0;0.0;0.17328806772522395
IOEE_12;1;12;0;0.9999968983591976;1.0;1.0;1.0;1.0;1.0;0.2267634431151835;0.0;0.0;0.18309553073448168
IOEE_13;1;13;0;0.9999989519167752;1.0;1.0;1.0;1.0;1.0;0.22671924761214826;1.0;1.0;0.18167393814478244
IOEE_14;1;14;0;0.9999997985624268;1.0;1.0;1.0;1.0;1.0;0.2262822031932443;0.0;0.0;0.1843060460702542
IOEE_5;1;5;0;0.9935274784758378;1.0;1.0;1.0;1.0;1.0;0.2222694252943994;1.0;1.0;0.17877861942676354
IOEE_7;1;7;0;0.9972547062119691;1.0;1.0;1.0;1.0;1.0;0.22676589842090766;1.0;1.0;0.18328372009340427
IWPD_10;0;10;0;0.9999282497993164;1.0;1.0;1.0;1.0;1.0;0.22285254007259547;1.0;1.0;0.19811126140689506
IZWD;0;1;0;0.9837314035508434;1.0;1.0;1.0;1.0;1.0;0.2219612697807611;1.0;1.0;0.19283560160844954
JDIE;1;1;1;0.7056783439332058;1.0;1.0;1.0;1.0;1.0;0.2202656376690892;1.0;1.0;0.1891760815072381
JEZD_8;1;8;0;0.9216177001808248;1.0;1.0;1.0;1.0;1.0;0.22103663206497712;1.0;1.0;0.1909829536628397
JISD_11;1;11;0;0.9985323632341682;1.0;1.0;1.0;1.0;1.0;0.22875412534554396;1.0;1.0;0.18661518036622357
JISD_13;1;13;0;0.8470465352052388;1.0;1.0;1.0;1.0;1.0;0.2305568904590408;1.0;1.0;0.1885492074940702
JMLD_7;0;7;0;0.9999684818495854;1.0;1.0;1.0;1.0;1.0;0.2206607716605236;1.0;1.0;0.18173497253146004
JVLD_6;0;6;0;0.9945285214686348;1.0;1.0;1.0;1.0;1.0;0.2239081084625432;1.0;1.0;0.1867703094323625
JXCE_10;1;10;0;0.9997532828452488;1.0;1.0;1.0;1.0;1.0;0.2254019780335745;1.0;1.0;0.17870105489369406
JXCE_11;1;11;0;0.9999312304939832;1.0;1.0;1.0;1.0;1.0;0.2254069065225278;1.0;1.0;0.17820260740249363
JXCE_12;1;12;0;0.9996639318615029;1.0;1.0;1.0;1.0;1.0;0.2253354434327053;0.0;0.0;0.18336637082536356
JXCE_13;1;13;0;0.9752575551446774;1.0;1.0;1.0;1.0;1.0;0.2273496015567484;0.5;1.0;0.17997896236475644
KSHE;0;1;0;0.914142619441118;1.0;1.0;1.0;1.0;1.0;0.22007661968816186;1.0;1.0;0.1933798248896582
LAKD_7;0;7;0;0.9914561391205226;1.0;1.0;1.0;1.0;1.0;0.2257214221703374;1.0;1.0;0.18356727568151066
