Actual;Prediction;Prediction Probability;SHAP Precision;SHAP Recall;LIME Precision;LIME Recall;LINDA Precision;LINDA Recall;ACV Precision;ACV Recall;SHAP Correlation;LIME Correlation;ACV Correlation;LINDA Correlation;MAPE Correctness;RMSE Correctness;R2 Correctness
0;0;1.0;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.0;0.0;1.0;0.2721655269759087;0.0;0.0;0.9999999999999998;0.9999999999999998;-0.9999999999999998
0;0;1.0;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.0;0.0;1.0;0.2721655269759087;0.0;0.0;0.9999999999999998;0.9999999999999998;-0.9999999999999998
0;0;1.0;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.0;0.0;1.0;0.2721655269759087;0.0;0.0;0.9999999999999998;0.9999999999999998;-0.9999999999999998
0;0;1.0;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.0;0.0;1.0;0.2721655269759087;0.0;0.0;0.9999999999999998;0.9999999999999998;-0.9999999999999998
0;0;1.0;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.0;0.0;1.0;0.2721655269759087;0.0;0.0;0.9999999999999998;0.9999999999999998;-0.9999999999999998
0;0;1.0;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.0;0.0;1.0;0.2721655269759087;0.0;0.0;0.9999999999999998;0.9999999999999998;-0.9999999999999998
0;0;1.0;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.0;0.0;1.0;0.2721655269759087;0.0;0.0;0.9999999999999998;0.9999999999999998;-0.9999999999999998
0;0;1.0;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.0;0.0;1.0;0.2721655269759087;0.0;0.0;0.9999999999999998;0.9999999999999998;-0.9999999999999998
0;0;1.0;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.0;0.0;1.0;0.2721655269759087;0.0;0.0;0.9999999999999998;0.9999999999999998;-0.9999999999999998
0;0;1.0;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.0;0.0;1.0;0.2721655269759087;0.0;0.0;0.9999999999999998;0.9999999999999998;-0.9999999999999998
0;0;1.0;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.0;0.0;1.0;0.2721655269759087;0.0;0.0;0.9999999999999998;0.9999999999999998;-0.9999999999999998
0;0;1.0;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.0;0.0;1.0;0.2721655269759087;0.0;0.0;0.9999999999999998;0.9999999999999998;-0.9999999999999998
0;0;1.0;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.0;0.0;1.0;0.2721655269759087;0.0;0.0;0.9999999999999998;0.9999999999999998;-0.9999999999999998
0;0;1.0;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.0;0.0;1.0;0.2721655269759087;0.0;0.0;0.9999999999999998;0.9999999999999998;-0.9999999999999998
0;0;1.0;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.0;0.0;1.0;0.2721655269759087;0.0;0.0;0.9999999999999998;0.9999999999999998;-0.9999999999999998
0;0;1.0;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.0;0.0;1.0;0.2721655269759087;0.0;0.0;0.9999999999999998;0.9999999999999998;-0.9999999999999998
0;0;1.0;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.0;0.0;1.0;0.2721655269759087;0.0;0.0;0.9999999999999998;0.9999999999999998;-0.9999999999999998
0;0;1.0;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.0;0.0;1.0;0.2721655269759087;0.0;0.0;0.9999999999999998;0.9999999999999998;-0.9999999999999998
0;0;1.0;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.0;0.0;1.0;0.2721655269759087;0.0;0.0;0.9999999999999998;0.9999999999999998;-0.9999999999999998
0;0;1.0;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.0;0.0;1.0;0.2721655269759087;0.0;0.0;0.9999999999999998;0.9999999999999998;-0.9999999999999998
0;0;1.0;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.0;0.0;1.0;0.2721655269759087;0.0;0.0;0.9999999999999998;0.9999999999999998;-0.9999999999999998
