"Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability";MAPE Correctness;RMSE Correctness;R2 Correctness;Mode
"Case102_13;1;13;0;1.0;0.16059870550161792;0.10677707175681384;0.10677707175681384;0.9667472389524712;0.926075386012196;0.926075386012196;;1.0;1.0;1.0;1.0;1.0";0.40589351611709806;0.40589351611709806;-0.3792788960033045;baseline_max
"Case103_6;1;6;0;0.9999999999989201;0.5975757575757576;-0.35069040814468155;-0.35069040814468155;0.1909122604791488;0.9405388564848932;0.9405388564848932;;1.0;1.0;1.0;1.0;1.0";0.41892726367719724;0.41892726367719724;-0.16359632825732776;baseline_max
"Case104_3;0;3;0;0.9999999986089281;0.4237111612567261;0.4045215549271269;0.4045215549271269;0.8952020202020202;0.9464124478891168;0.9464124478891168;;1.0;1.0;1.0;1.0;1.0";0.4450618292884129;0.4450618292884129;-0.17451791901720498;baseline_max
"Case109_2;1;2;1;1.0;0.8321197411003236;0.8196426009232377;0.8196426009232377;1.0;0.9380996493696042;0.9380996493696042;;1.0;1.0;;1.0;1.0";0.28468015218657716;0.28468015218657716;-0.28146737800574245;baseline_max
"Case111_12;1;12;0;1.0;0.24453883495145626;0.08766820559619637;0.08766820559619637;0.18339236521054747;0.9084240968382656;0.9084240968382656;;1.0;1.0;1.0;1.0;1.0";0.3884045560786942;0.3884045560786942;-0.39457377266771143;baseline_max
"Case113_3;0;3;0;0.9999999999998864;0.639819475785454;0.7146599479638411;0.7146599479638411;0.9667472389524712;0.9447489503118496;0.9447489503118496;;1.0;1.0;1.0;0.9999999999999999;0.9999999999999999";0.4090380281992985;0.4090380281992985;-0.26550514961651245;baseline_max
"Case118_2;1;2;0;0.9999999999999432;0.0635306370421801;0.3552449478057752;0.3552449478057752;0.7804763054702683;0.9035310932149464;0.9035310932149464;;1.0;1.0;1.0;1.0;1.0";0.3601516810890408;0.3601516810890408;-0.3254383535157238;baseline_max
"Case119_9;0;9;1;1.0;0.16059870550161814;0.1098145780074674;0.1098145780074674;0.9405165224642968;0.9027156983437458;0.9027156983437458;;1.0;1.0;1.0;1.0;1.0";0.35947346163042343;0.35947346163042343;-0.3533732984132516;baseline_max
"Case12;0;1;0;1.0;0.2957575757575759;0.4228025687687085;0.4228025687687085;0.017428636249934737;0.9279769882183456;0.9279769882183456;;1.0;1.0;1.0;1.0;1.0";0.4406155848701814;0.4406155848701814;-0.42233612023466366;baseline_max
"Case122_12;0;12;0;1.0;0.0635306370421801;0.5130910276924988;0.5130910276924988;0.7475920335290671;0.7052915502369641;0.7052915502369641;;1.0;1.0;1.0;1.0;1.0";0.41076015358456697;0.41076015358456697;-0.4094327606833374;baseline_max
"Case123_4;1;4;1;0.9988565459106052;0.16059870550161814;0.25828218309064377;0.25828218309064377;0.19309047615693;0.91964448649176;0.91964448649176;1.0;1.0;1.0;1.0;1.0;1.0";0.3834773763500196;0.3834773763500196;-0.3834773763500196;baseline_max
"Case127;1;1;0;0.9999999999999432;0.2957575757575759;0.4271770809894938;0.4271770809894938;0.7724572786256054;0.9114536420376488;0.9114536420376488;;1.0;1.0;1.0;1.0;1.0";0.38746668458706024;0.38746668458706024;-0.3535001382990438;baseline_max
"Case127_14;1;14;0;0.6143562910272523;0.3260251725537961;-0.13061821224232095;-0.13061821224232095;0.2490696243333532;0.9533083163341616;0.9533083163341616;;1.0;1.0;1.0;0.9999999999999999;0.9999999999999999";0.44162472378488726;0.44162472378488726;-0.18923872387109977;baseline_max
"Case12_11;0;11;0;1.0;0.3689172749391725;-0.08334334189181836;-0.08334334189181836;0.012512820512820766;0.9682277400398271;0.9682277400398271;;1.0;1.0;1.0;1.0;1.0";0.3876354016634115;0.3876354016634115;-0.3876354016634115;baseline_max
"Case12_2;0;2;0;1.0;0.4237111612567261;0.2167662465469966;0.2167662465469966;0.224304641950813;0.930918733320852;0.930918733320852;;1.0;1.0;1.0;1.0;1.0";0.41333384350704505;0.41333384350704505;-0.4086478167055014;baseline_max
"Case12_8;0;8;0;1.0;0.09454545454545472;-0.3335251919965179;-0.3335251919965179;0.9405165224642968;0.9253885263630705;0.9253885263630705;;1.0;1.0;1.0;1.0;1.0";0.3934133953751852;0.3934133953751852;-0.3934133953751852;baseline_max
"Case135_10;1;10;1;1.0;0.20760284672799856;-0.2621718504287267;-0.2621718504287267;0.8358327039953969;0.9616215052343986;0.9616215052343986;1.0;1.0;1.0;1.0;1.0;1.0";0.3098067196878076;0.3098067196878076;-0.2870917907078229;baseline_max
"Case139;0;1;0;1.0;0.3689172749391725;0.2511588526231584;0.2511588526231584;-0.002080586080585921;0.9346263878167742;0.9346263878167742;;1.0;1.0;1.0;1.0;1.0";0.38610422456813626;0.38610422456813626;-0.38610422456813626;baseline_max
"Case153_2;0;2;0;1.0;0.09454545454545472;-0.06945357584960199;-0.06945357584960199;0.16446078593165214;0.9370318986660487;0.9370318986660487;;1.0;1.0;1.0;1.0;1.0";0.3510819935424291;0.3510819935424291;-0.2755688022752107;baseline_max
"Case155_12;0;12;0;1.0;0.2957575757575759;0.5068385432420566;0.5068385432420566;0.9667472389524712;0.9077747754905988;0.9077747754905988;;1.0;1.0;1.0;1.0;1.0";0.3560090253819687;0.3560090253819687;-0.35270809470771863;baseline_max
"Case163_4;1;4;1;1.0;0.24453883495145626;0.34056593265143464;0.34056593265143464;1.0;0.9393816694810552;0.9393816694810552;1.0;1.0;1.0;;1.0;1.0";0.26749633422827535;0.26749633422827535;-0.26655201267552364;baseline_max
