Case ID;Actual;Prefix Length;Prediction;Prediction Probability;MAPE Correctness;RMSE Correctness;R2 Correctness;Mode
FDA;1;1;0;0.6923076923076923;0.7004095233001889;0.7004095233001889;-0.7004095233001889;baseline_0
KFA;1;1;1;0.6666666666666666;0.4907521695618849;0.4907521695618849;-0.4907521695618849;baseline_0
KX;1;1;1;0.8518518518518519;;;;baseline_0
QIA;1;1;0;0.5454545454545454;0.5206793080569354;0.5206793080569354;-0.5206793080569354;baseline_0
RW;0;1;1;0.6666666666666666;0.4907521695618849;0.4907521695618849;-0.4907521695618849;baseline_0
TW;0;1;0;0.8125;0.7080642721887156;0.7080642721887156;-0.7080642721887156;baseline_0
WLA;0;1;0;0.8125;0.7080642721887156;0.7080642721887156;-0.7080642721887156;baseline_0
ZG;0;1;0;0.5;0.9945799457994581;0.9945799457994581;-0.998644067172949;baseline_0
FDA;1;1;0;0.6923076923076923;0.7004095233001889;0.7004095233001889;-0.7004095233001889;baseline_0
KFA;1;1;1;0.6666666666666666;0.4907521695618849;0.4907521695618849;-0.4907521695618849;baseline_0
KX;1;1;1;0.8518518518518519;;;;baseline_0
QIA;1;1;0;0.5454545454545454;0.5206793080569354;0.5206793080569354;-0.5206793080569354;baseline_0
RW;0;1;1;0.6666666666666666;0.4907521695618849;0.4907521695618849;-0.4907521695618849;baseline_0
TW;0;1;0;0.8125;0.7080642721887156;0.7080642721887156;-0.7080642721887156;baseline_0
WLA;0;1;0;0.8125;0.7080642721887156;0.7080642721887156;-0.7080642721887156;baseline_0
ZG;0;1;0;0.5;0.9945799457994581;0.9945799457994581;-0.998644067172949;baseline_0
FDA;1;1;0;0.6923076923076923;0.7004095233001889;0.7004095233001889;-0.7004095233001889;baseline_0
KFA;1;1;1;0.6666666666666666;0.4907521695618849;0.4907521695618849;-0.4907521695618849;baseline_0
KX;1;1;1;0.8518518518518519;;;;baseline_0
QIA;1;1;0;0.5454545454545454;0.5206793080569354;0.5206793080569354;-0.5206793080569354;baseline_0
RW;0;1;1;0.6666666666666666;0.4907521695618849;0.4907521695618849;-0.4907521695618849;baseline_0
TW;0;1;0;0.8125;0.7080642721887156;0.7080642721887156;-0.7080642721887156;baseline_0
WLA;0;1;0;0.8125;0.7080642721887156;0.7080642721887156;-0.7080642721887156;baseline_0
ZG;0;1;0;0.5;0.9945799457994581;0.9945799457994581;-0.998644067172949;baseline_0
FDA;1;1;0;0.6923076923076923;0.7004095233001889;0.7004095233001889;-0.7004095233001889;baseline_0
KFA;1;1;1;0.6666666666666666;0.4907521695618849;0.4907521695618849;-0.4907521695618849;baseline_0
KX;1;1;1;0.8518518518518519;;;;baseline_0
QIA;1;1;0;0.5454545454545454;0.5206793080569354;0.5206793080569354;-0.5206793080569354;baseline_0
RW;0;1;1;0.6666666666666666;0.4907521695618849;0.4907521695618849;-0.4907521695618849;baseline_0
TW;0;1;0;0.8125;0.7080642721887156;0.7080642721887156;-0.7080642721887156;baseline_0
WLA;0;1;0;0.8125;0.7080642721887156;0.7080642721887156;-0.7080642721887156;baseline_0
ZG;0;1;0;0.5;0.9945799457994581;0.9945799457994581;-0.998644067172949;baseline_0
FDA;1;1;0;0.6923076923076923;0.7004095233001889;0.7004095233001889;-0.7004095233001889;baseline_0
KFA;1;1;1;0.6666666666666666;0.4907521695618849;0.4907521695618849;-0.4907521695618849;baseline_0
KX;1;1;1;0.8518518518518519;;;;baseline_0
QIA;1;1;0;0.5454545454545454;0.5206793080569354;0.5206793080569354;-0.5206793080569354;baseline_0
