Actual;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability;MAPE Correctness;RMSE Correctness;R2 Correctness
0;0;0.997319125;1;1;1;1.0;0.944471023;0.944471023;1.0;1.0;1.0;;1.0;1.0;0.6622928151483286;0.6622928151483286;-0.22512721116865683
0;0;0.997458273;1;1;1;1.0;0.6130324229999999;0.6130324229999999;1.0;1.0;1.0;;1.0;1.0;0.650413123396789;0.650413123396789;-0.2078097333864525
0;0;0.997196377;1;1;1;1.0;0.990801674;0.990801674;1.0;1.0;1.0;;1.0;1.0;0.5197365141298543;0.5197365141298543;-0.5197365141298543
0;0;0.997521516;1;1;1;1.0;0.975948715;0.975948715;1.0;1.0;1.0;;1.0;1.0;0.5197365141298543;0.5197365141298543;-0.5197365141298543
0;0;0.997528777;1;1;1;1.0;0.983631769;0.983631769;1.0;1.0;1.0;;1.0;1.0;0.47815759299946586;0.47815759299946586;-0.47815759299946586
0;0;0.997330075;1;1;1;1.0;0.988977528;0.988977528;1.0;1.0;1.0;;1.0;1.0;0.5494357435087031;0.5494357435087031;-0.5494357435087031
0;0;0.997337953;1;1;1;1.0;0.988377463;0.988377463;1.0;1.0;1.0;;1.0;1.0;0.4959771306267752;0.4959771306267752;-0.4959771306267752
0;0;0.997514706;1;1;1;1.0;0.974631661;0.974631661;1.0;1.0;1.0;;1.0;1.0;0.5494357435087031;0.5494357435087031;-0.5494357435087031
0;0;0.997402019;1;1;1;1.0;0.984823722;0.984823722;1.0;1.0;1.0;;1.0;1.0;0.4840974388752357;0.4840974388752357;-0.4840974388752357
0;0;0.997318559;1;1;1;1.0;0.979768869;0.979768869;1.0;1.0;1.0;;1.0;1.0;0.4959771306267752;0.4959771306267752;0.017317477782204372
0;0;0.997275014;1;1;1;1.0;0.953869215;0.953869215;1.0;1.0;1.0;;1.0;1.0;0.37718021311137995;0.37718021311137995;-0.37718021311137995
0;0;0.997373668;1;1;1;1.0;0.97421608;0.97421608;1.0;1.0;1.0;;1.0;1.0;0.6325935857694798;0.6325935857694798;-0.18183351671314593
0;0;0.997388989;1;1;1;1.0;0.992149516;0.992149516;1.0;1.0;1.0;;1.0;1.0;0.525676360005624;0.525676360005624;-0.525676360005624
0;0;0.99742447;1;1;1;1.0;0.983695108;0.983695108;1.0;1.0;1.0;;1.0;1.0;0.47815759299946586;0.47815759299946586;0.04329369445551093
0;0;0.99751377;1;1;1;1.0;0.971987034;0.971987034;1.0;1.0;1.0;;1.0;1.0;0.5613154352602426;0.5613154352602426;-0.5613154352602426
0;0;0.997204511;1;1;1;1.0;0.985563555;0.985563555;1.0;1.0;1.0;;1.0;1.0;0.5316162058813938;0.5316162058813938;-0.5316162058813938
0;0;0.997418017;1;1;1;1.0;0.984679445;0.984679445;1.0;1.0;1.0;;1.0;1.0;0.5850748187633217;0.5850748187633217;-0.5850748187633217
0;0;0.997388305;1;1;1;1.0;0.982254422;0.982254422;1.0;1.0;1.0;;1.0;1.0;0.5434958976329333;0.5434958976329333;-0.5434958976329333
0;0;0.997180669;1;1;1;1.0;0.979144827;0.979144827;1.0;1.0;1.0;;1.0;1.0;0.44251851774484735;0.44251851774484735;-0.44251851774484735
0;0;0.99727546;1;1;1;1.0;0.992797754;0.992797754;1.0;1.0;1.0;;1.0;1.0;0.5316162058813938;0.5316162058813938;-0.5316162058813938
0;0;0.997347516;1;1;1;1.0;0.993611486;0.993611486;1.0;1.0;1.0;;1.0;1.0;0.4603380553721566;0.4603380553721566;0.06926991112881749
0;0;0.997212053;1;1;1;1.0;0.98187325;0.98187325;1.0;1.0;1.0;;1.0;1.0;0.43657867186907756;0.43657867186907756;-0.43657867186907756
0;0;0.997300763;1;1;1;1.0;0.95432933;0.95432933;1.0;1.0;1.0;;1.0;1.0;0.4543982094963869;0.4543982094963869;-0.4543982094963869
0;0;0.997487687;1;1;1;1.0;0.8287004440000001;0.8287004440000001;1.0;1.0;1.0;;1.0;1.0;0.5850748187633217;0.5850748187633217;-0.5850748187633217
0;0;0.997504459;1;1;1;0.825581395;0.97701666;0.97701666;1.0;1.0;1.0;;1.0;1.0;0.4840974388752357;0.4840974388752357;0.034634955564408744
0;0;0.997430738;1;1;1;1.0;0.983722404;0.983722404;1.0;1.0;1.0;;1.0;1.0;0.4840974388752357;0.4840974388752357;-0.4840974388752357
0;0;0.997319844;1;1;1;1.0;0.988172944;0.988172944;1.0;1.0;1.0;;1.0;1.0;0.47815759299946586;0.47815759299946586;-0.47815759299946586
0;0;0.997241772;1;1;1;1.0;0.981496352;0.981496352;1.0;1.0;1.0;;1.0;1.0;0.5494357435087031;0.5494357435087031;-0.06061117223771531
0;0;0.997400361;1;1;1;1.0;0.980381007;0.980381007;1.0;1.0;1.0;;1.0;1.0;0.6028943563906309;0.6028943563906309;-0.6028943563906309
0;0;0.997423781;1;1;1;1.0;0.981248496;0.981248496;1.0;1.0;1.0;;1.0;1.0;0.4959771306267752;0.4959771306267752;0.017317477782204372
