Actual;Prediction;Prediction Probability;SHAP Precision;SHAP Recall;LIME Precision;LIME Recall;LINDA Precision;LINDA Recall;ACV Precision;ACV Recall;SHAP Correlation;LIME Correlation;ACV Correlation;LINDA Correlation;MAPE Correctness;RMSE Correctness;R2 Correctness
0;0;1.0;1.0;0.1111111111111111;1.0;0.1111111111111111;0.0769230769230769;1.0;0.5;0.1111111111111111;0.7166435737867892;0.1819993173464012;0.2465232290608699;0.0;0.7665044928303665;0.7665044928303665;-0.8090398349558906
0;0;1.0;1.0;0.1111111111111111;1.0;0.1111111111111111;0.0769230769230769;1.0;0.5;0.1111111111111111;0.7123130438055049;0.2255873891478504;0.2926867162646853;0.0;0.8096878445391196;0.8096878445391196;-0.8090398349558906
0;0;1.0;1.0;0.1;1.0;0.1;0.0854700854700854;1.0;0.5;0.1;0.7511107822169036;0.2773832144143448;0.2281097714106394;0.0;0.8257943119037628;0.8257943119037628;-0.8090398349558906
0;0;1.0;1.0;0.1;1.0;0.1;0.0854700854700854;1.0;0.5;0.1;0.7396105214365492;0.2635685851250327;0.2281097714106394;0.0;0.8312795203934961;0.8312795203934961;-0.8090398349558906
0;0;1.0;1.0;0.25;0.0;0.0;0.0341880341880341;1.0;0.0;0.0;0.5069099726808264;0.2030688736682675;-0.0530623806659146;0.0;0.23750843439814176;0.23750843439814176;-0.2809166093596842
0;0;1.0;1.0;0.1428571428571428;1.0;0.1428571428571428;0.0598290598290598;1.0;0.6666666666666666;0.2857142857142857;0.6323464806394767;0.232644931785323;0.3230139027892968;0.0;0.8040628826431375;0.8040628826431375;-0.8090398349558906
0;0;1.0;1.0;0.25;0.0;0.0;0.0341880341880341;1.0;0.0;0.0;0.4956951502763833;0.1576903544127887;-0.0530623806659146;0.0;0.3022834619612713;0.3022834619612713;-0.2809166093596842
0;0;1.0;1.0;0.1111111111111111;1.0;0.1111111111111111;0.0769230769230769;1.0;0.6666666666666666;0.2222222222222222;0.7168500695622279;0.2638225398508759;0.27421789021662;0.0;0.8312795203934961;0.8312795203934961;-0.8090398349558906
0;0;1.0;1.0;0.25;0.0;0.0;0.0341880341880341;1.0;0.0;0.0;0.5069099726808264;0.147480187580306;-0.0431006845932151;0.0;0.23750843439814176;0.23750843439814176;-0.2809166093596842
0;0;1.0;1.0;0.2222222222222222;1.0;0.1111111111111111;0.0769230769230769;1.0;0.5;0.1111111111111111;0.7090840424177303;0.2577049157383918;0.2465232290608699;0.0;0.67700320038633;0.67700320038633;-0.6567038663675381
0;0;1.0;1.0;0.1111111111111111;1.0;0.1111111111111111;0.0769230769230769;1.0;0.5;0.1111111111111111;0.7166435737867892;0.1797052083042198;0.2465232290608699;0.0;0.8096878445391196;0.8096878445391196;-0.8090398349558906
0;0;1.0;1.0;0.1428571428571428;1.0;0.1428571428571428;0.0598290598290598;1.0;0.5;0.1428571428571428;0.6425869094757436;0.2343714247855851;0.293218966357192;0.0;0.8312795203934961;0.8312795203934961;-0.8090398349558906
0;0;1.0;1.0;0.1111111111111111;1.0;0.1111111111111111;0.0769230769230769;1.0;0.5;0.1111111111111111;0.7138253857244126;0.2034110017400956;0.2926867162646853;0.0;0.7665044928303665;0.7665044928303665;-0.8090398349558906
0;0;1.0;1.0;0.1;1.0;0.1;0.0854700854700854;1.0;0.5;0.1;0.7582984452046252;0.2984687012243474;0.2281097714106394;0.0;0.8312795203934961;0.8312795203934961;-0.8090398349558906
0;0;1.0;1.0;0.1428571428571428;1.0;0.1428571428571428;0.0598290598290598;1.0;0.5;0.1428571428571428;0.6427720663473216;0.2274654527845365;0.3422888311251418;0.0;0.8096878445391196;0.8096878445391196;-0.8090398349558906
0;0;1.0;1.0;0.1;1.0;0.1;0.0854700854700854;1.0;0.5;0.1;0.7513272094745914;0.2388476695546848;0.2732836790519423;0.0;0.8096878445391196;0.8096878445391196;-0.8090398349558906
0;0;1.0;1.0;0.1428571428571428;1.0;0.1428571428571428;0.0598290598290598;1.0;0.5;0.1428571428571428;0.6408801713363658;0.24645687578742;0.293218966357192;0.0;0.8096878445391196;0.8096878445391196;-0.8090398349558906
0;0;1.0;1.0;0.1;1.0;0.1;0.0854700854700854;1.0;0.5;0.1;0.7582984452046252;0.2323038977860633;0.2281097714106394;0.0;0.8096878445391196;0.8096878445391196;-0.8090398349558906
0;0;1.0;1.0;0.1428571428571428;1.0;0.1428571428571428;0.0598290598290598;1.0;0.5;0.1428571428571428;0.6511206001726326;0.2576790802891239;0.293218966357192;0.0;0.8312795203934961;0.8312795203934961;-0.8090398349558906
0;0;1.0;1.0;0.1;1.0;0.1;0.0854700854700854;1.0;0.5;0.1;0.7511107822169036;0.2381205838026157;0.2281097714106394;0.0;0.7880961686847431;0.7880961686847431;-0.8090398349558906
0;0;1.0;1.0;0.1;1.0;0.1;0.0854700854700854;1.0;0.5;0.1;0.7511107822169036;0.2664769281333089;0.2281097714106394;0.0;0.8312795203934961;0.8312795203934961;-0.8090398349558906
0;0;1.0;1.0;0.1428571428571428;1.0;0.1428571428571428;0.0598290598290598;1.0;0.5;0.1428571428571428;0.6511206001726326;0.27062777779109;0.293218966357192;0.0;0.8096878445391196;0.8096878445391196;-0.8090398349558906
0;0;1.0;1.0;0.1428571428571428;1.0;0.1428571428571428;0.0598290598290598;1.0;0.5;0.1428571428571428;0.6427720663473216;0.2248757132841432;0.3422888311251418;0.0;0.8312795203934961;0.8312795203934961;-0.8090398349558906
0;0;1.0;1.0;0.1111111111111111;1.0;0.1111111111111111;0.0769230769230769;1.0;0.5;0.1111111111111111;0.7090840424177303;0.2408814494290606;0.2465232290608699;0.0;0.8096878445391196;0.8096878445391196;-0.8090398349558906
0;0;1.0;1.0;0.1111111111111111;1.0;0.1111111111111111;0.0769230769230769;1.0;0.5;0.1111111111111111;0.7166435737867892;0.2011168926979141;0.2926867162646853;0.0;0.8096878445391196;0.8096878445391196;-0.8090398349558906
0;0;1.0;1.0;0.1428571428571428;1.0;0.1428571428571428;0.0598290598290598;1.0;0.5;0.1428571428571428;0.6427720663473216;0.2576790802891239;0.3422888311251418;0.0;0.8096878445391196;0.8096878445391196;-0.8090398349558906
0;0;1.0;1.0;0.25;0.0;0.0;0.0341880341880341;1.0;0.0;0.0;0.5069099726808264;0.145211261617532;-0.0530623806659146;0.0;0.23750843439814176;0.23750843439814176;-0.2809166093596842
0;0;1.0;1.0;0.1111111111111111;1.0;0.1111111111111111;0.0769230769230769;1.0;0.5;0.1111111111111111;0.7123130438055049;0.1712934751495542;0.2926867162646853;0.0;0.7880961686847431;0.7880961686847431;-0.8090398349558906
0;0;1.0;1.0;0.1428571428571428;1.0;0.1428571428571428;0.0598290598290598;1.0;0.5;0.1428571428571428;0.6511206001726326;0.2352346712857161;0.293218966357192;0.0;0.7880961686847431;0.7880961686847431;-0.8090398349558906
0;0;1.0;1.0;0.1;1.0;0.1;0.0854700854700854;1.0;0.6666666666666666;0.2;0.7513272094745914;0.2526622988439969;0.2550605545490095;0.0;0.8312795203934961;0.8312795203934961;-0.8090398349558906
0;0;1.0;1.0;0.2857142857142857;1.0;0.1428571428571428;0.0598290598290598;1.0;0.5;0.1428571428571428;0.6460003857544993;0.2473201222875511;0.293218966357192;0.0;0.7880961686847431;0.7880961686847431;-0.8090398349558906
0;0;1.0;1.0;0.1428571428571428;1.0;0.1428571428571428;0.0598290598290598;1.0;0.5;0.1428571428571428;0.6427720663473216;0.2438671362870269;0.3422888311251418;0.0;0.8096878445391196;0.8096878445391196;-0.8090398349558906
0;0;1.0;1.0;0.1428571428571428;1.0;0.1428571428571428;0.0598290598290598;1.0;0.5;0.1428571428571428;0.6427720663473216;0.2188329877832258;0.3422888311251418;0.0;0.8312795203934961;0.8312795203934961;-0.8090398349558906
0;0;1.0;1.0;0.1;1.0;0.1;0.0854700854700854;1.0;0.5;0.1;0.7511107822169036;0.2453914413233063;0.2281097714106394;0.0;0.8096878445391196;0.8096878445391196;-0.8090398349558906
0;0;1.0;1.0;0.2;1.0;0.1;0.0854700854700854;1.0;0.5;0.1;0.7496732496193593;0.2708394426457232;0.2281097714106394;0.0;0.8096878445391196;0.8096878445391196;-0.8090398349558906
0;0;1.0;1.0;0.1;1.0;0.1;0.0854700854700854;1.0;0.5;0.1;0.7513272094745914;0.2613873278688255;0.2732836790519423;0.0;0.8312795203934961;0.8312795203934961;-0.8090398349558906
0;0;1.0;1.0;0.1111111111111111;1.0;0.1111111111111111;0.0769230769230769;1.0;0.5;0.1111111111111111;0.7090840424177303;0.2523519946399683;0.2465232290608699;0.0;0.8096878445391196;0.8096878445391196;-0.8090398349558906
