Actual;Prediction;Prediction Probability;SHAP Precision;SHAP Recall;LIME Precision;LIME Recall;LINDA Precision;LINDA Recall;ACV Precision;ACV Recall;SHAP Correlation;LIME Correlation;ACV Correlation;LINDA Correlation
0;0;1.0;1.0;0.25;1.0;0.1111111111111111;0.07692307692307693;1.0;0.5;0.1111111111111111;0.4844803278719403;0.21105803188070069;0.24652322906086996;0.0
0;0;1.0;1.0;0.25;1.0;0.1111111111111111;0.07692307692307693;1.0;0.5;0.1111111111111111;0.4844803278719403;0.2102933288666402;0.2926867162646853;0.0
0;0;1.0;1.0;0.25;1.0;0.1;0.08547008547008547;1.0;0.5;0.1;0.4844803278719403;0.23375806929020146;0.2281097714106394;0.0
0;0;1.0;1.0;0.25;1.0;0.1;0.08547008547008547;1.0;0.5;0.1;0.4844803278719403;0.2373934980505467;0.2281097714106394;0.0
0;0;1.0;1.0;0.25;0.0;0.0;0.03418803418803419;1.0;0.0;0.0;0.4844803278719403;0.2007999477054936;-0.05306238066591465;0.0
0;0;1.0;1.0;0.25;1.0;0.14285714285714285;0.05982905982905983;1.0;0.6666666666666666;0.2857142857142857;0.4844803278719403;0.283576475293056;0.3230139027892969;0.0
0;0;1.0;1.0;0.25;0.0;0.0;0.03418803418803419;1.0;0.0;0.0;0.4844803278719403;0.2007999477054936;-0.05306238066591465;0.0
0;0;1.0;1.0;0.25;1.0;0.1111111111111111;0.07692307692307693;1.0;0.6666666666666666;0.2222222222222222;0.4844803278719403;0.2538814006680893;0.27421789021662;0.0
0;0;1.0;1.0;0.25;0.0;0.0;0.03418803418803419;1.0;0.0;0.0;0.4844803278719403;0.2030688736682675;-0.043100684593215116;0.0
0;0;1.0;1.0;0.25;1.0;0.1111111111111111;0.07692307692307693;1.0;0.5;0.1111111111111111;0.4844803278719403;0.21258743790882176;0.24652322906086996;0.0
0;0;1.0;1.0;0.25;1.0;0.1111111111111111;0.07692307692307693;1.0;0.5;0.1111111111111111;0.4844803278719403;0.2102933288666402;0.24652322906086996;0.0
0;0;1.0;1.0;0.25;1.0;0.14285714285714285;0.05982905982905983;1.0;0.5;0.14285714285714285;0.4844803278719403;0.28443972179318705;0.293218966357192;0.0
0;0;1.0;1.0;0.25;1.0;0.1111111111111111;0.07692307692307693;1.0;0.5;0.1111111111111111;0.4844803278719403;0.20799921982445868;0.2926867162646853;0.0
0;0;1.0;1.0;0.25;1.0;0.1;0.08547008547008547;1.0;0.5;0.1;0.4844803278719403;0.2381205838026157;0.2281097714106394;0.0
0;0;1.0;1.0;0.25;1.0;0.14285714285714285;0.05982905982905983;1.0;0.5;0.14285714285714285;0.4844803278719403;0.283576475293056;0.3422888311251418;0.0
0;0;1.0;1.0;0.25;1.0;0.1;0.08547008547008547;1.0;0.5;0.1;0.4844803278719403;0.2359393265464086;0.27328367905194234;0.0
0;0;1.0;1.0;0.25;1.0;0.14285714285714285;0.05982905982905983;1.0;0.5;0.14285714285714285;0.4844803278719403;0.28443972179318705;0.293218966357192;0.0
0;0;1.0;1.0;0.25;1.0;0.1;0.08547008547008547;1.0;0.5;0.1;0.4844803278719403;0.2330309835381324;0.2281097714106394;0.0
0;0;1.0;1.0;0.25;1.0;0.14285714285714285;0.05982905982905983;1.0;0.5;0.14285714285714285;0.4844803278719403;0.283576475293056;0.293218966357192;0.0
0;0;1.0;1.0;0.25;1.0;0.1;0.08547008547008547;1.0;0.5;0.1;0.4844803278719403;0.2373934980505467;0.2281097714106394;0.0
0;0;1.0;1.0;0.25;1.0;0.1;0.08547008547008547;1.0;0.5;0.1;0.4844803278719403;0.23666641229847765;0.2281097714106394;0.0
0;0;1.0;1.0;0.25;1.0;0.14285714285714285;0.05982905982905983;1.0;0.5;0.14285714285714285;0.4844803278719403;0.2853029682933181;0.293218966357192;0.0
0;0;1.0;1.0;0.25;1.0;0.14285714285714285;0.05982905982905983;1.0;0.5;0.14285714285714285;0.4844803278719403;0.2861662147934492;0.3422888311251418;0.0
0;0;1.0;1.0;0.25;1.0;0.1111111111111111;0.07692307692307693;1.0;0.5;0.1111111111111111;0.4844803278719403;0.20723451681039806;0.24652322906086996;0.0
0;0;1.0;1.0;0.25;1.0;0.1111111111111111;0.07692307692307693;1.0;0.5;0.1111111111111111;0.4844803278719403;0.20723451681039806;0.2926867162646853;0.0
0;0;1.0;1.0;0.25;1.0;0.14285714285714285;0.05982905982905983;1.0;0.5;0.14285714285714285;0.4844803278719403;0.28443972179318705;0.3422888311251418;0.0
0;0;1.0;1.0;0.25;0.0;0.0;0.03418803418803419;1.0;0.0;0.0;0.4844803278719403;0.20193441068688053;-0.05306238066591465;0.0
0;0;1.0;1.0;0.25;1.0;0.1111111111111111;0.07692307692307693;1.0;0.5;0.1111111111111111;0.4844803278719403;0.2118227348947612;0.2926867162646853;0.0
0;0;1.0;1.0;0.25;1.0;0.14285714285714285;0.05982905982905983;1.0;0.5;0.14285714285714285;0.4844803278719403;0.2853029682933181;0.293218966357192;0.0
0;0;1.0;1.0;0.25;1.0;0.1;0.08547008547008547;1.0;0.6666666666666666;0.2;0.4844803278719403;0.23375806929020146;0.2550605545490095;0.0
0;0;1.0;1.0;0.25;1.0;0.14285714285714285;0.05982905982905983;1.0;0.5;0.14285714285714285;0.4844803278719403;0.28443972179318705;0.293218966357192;0.0
0;0;1.0;1.0;0.25;1.0;0.14285714285714285;0.05982905982905983;1.0;0.5;0.14285714285714285;0.4844803278719403;0.2861662147934492;0.3422888311251418;0.0
0;0;1.0;1.0;0.25;1.0;0.14285714285714285;0.05982905982905983;1.0;0.5;0.14285714285714285;0.4844803278719403;0.28443972179318705;0.3422888311251418;0.0
0;0;1.0;1.0;0.25;1.0;0.1;0.08547008547008547;1.0;0.5;0.1;0.4844803278719403;0.2359393265464086;0.2281097714106394;0.0
0;0;1.0;1.0;0.25;1.0;0.1;0.08547008547008547;1.0;0.5;0.1;0.4844803278719403;0.2373934980505467;0.2281097714106394;0.0
0;0;1.0;1.0;0.25;1.0;0.1;0.08547008547008547;1.0;0.5;0.1;0.4844803278719403;0.2388476695546848;0.27328367905194234;0.0
0;0;1.0;1.0;0.25;1.0;0.1111111111111111;0.07692307692307693;1.0;0.5;0.1111111111111111;0.4844803278719403;0.2102933288666402;0.24652322906086996;0.0
