Actual;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability;MAPE Correctness;RMSE Correctness;R2 Correctness
0;0;1.0;1.0;0.8555254729999999;0.8555254729999999;0.740691489;0.8774297529999999;0.8774297529999999;1.0;1.0;1.0;;1.0;1.0;0.4780415627015366;0.4780415627015366;-0.46355581239022736
0;0;1.0;1.0;0.5708431420000001;0.5708431420000001;0.668252983;0.873111132;0.873111132;1.0;1.0;1.0;;1.0;1.0;0.5866772370301652;0.5866772370301652;-0.5621943724754923
1;0;0.867569131;1.0;0.928247309;0.928247309;0.693977011;0.880920825;0.880920825;1.0;1.0;1.0;1.0;1.0;1.0;0.7936065034442576;0.7936065034442576;-0.13871390267809877
0;0;1.0;1.0;0.77715091;0.77715091;0.708388357;0.7216921709999999;0.7216921709999999;1.0;1.0;1.0;;1.0;1.0;0.27540029117830417;0.27540029117830417;-0.27335773919432615
0;0;0.999999152;1.0;0.846107543;0.846107543;0.711879433;0.8742632709999999;0.8742632709999999;1.0;1.0;1.0;;1.0;1.0;0.8040006583292865;0.8040006583292865;-0.8040006583292865
0;0;0.999999926;1.0;0.866070331;0.866070331;0.7230113640000001;0.903165078;0.903165078;1.0;1.0;1.0;;1.0;1.0;0.8215390399585203;0.8215390399585203;-0.8215390399585203
0;0;1.0;1.0;0.596025617;0.596025617;0.70807837;0.814111354;0.814111354;1.0;1.0;1.0;;1.0;1.0;0.19567608342030968;0.19567608342030968;-0.1951982412334957
1;0;0.6832289709999999;1.0;0.852809543;0.852809543;0.738194444;0.426963246;0.426963246;1.0;1.0;1.0;1.0;1.0;1.0;0.7980187887485989;0.7980187887485989;-0.13870094784242465
1;0;0.802507705;1.0;0.690259979;0.690259979;0.728855502;0.896697737;0.896697737;1.0;1.0;1.0;1.0;1.0;1.0;0.7850067627708923;0.7850067627708923;-0.7850067627708923
0;0;1.0;1.0;0.950263536;0.950263536;0.737066212;-0.053652598;-0.053652598;1.0;1.0;1.0;;1.0;1.0;0.5949326726190085;0.5949326726190085;-0.5949326726190085
0;0;1.0;1.0;0.579899057;0.579899057;0.697473404;0.890294245;0.890294245;1.0;1.0;1.0;;1.0;1.0;0.7621757096295226;0.7621757096295226;-0.6750725841369679
