"Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;SHAP Precision;SHAP Recall;SHAP Correlation";MAPE Correctness;RMSE Correctness;R2 Correctness;Mode
"918;1;1;1;0.999974199315398;1.0;1.0;1.0;0.0;0.0;0.004561142535173106";0.5663446038638867;0.5663446038638867;-0.14079894990657427;baseline_mean
"925;1;1;1;0.9999998818082952;1.0;1.0;1.0;0.0;0.0;0.007509072039257374";0.5665288304626035;0.5665288304626035;-0.5665288304626035;baseline_mean
"931;0;1;1;0.9526011472695084;1.0;1.0;1.0;0.0;0.0;0.005330626239150965";0.5722195356371449;0.5722195356371449;-0.5722195356371449;baseline_mean
"935;0;1;0;0.9954927662864672;1.0;1.0;1.0;0.0;0.0;0.006966146919622525";0.5669201779785578;0.5669201779785578;-0.5669201779785578;baseline_mean
"1062;1;1;1;0.9945594609810924;1.0;1.0;1.0;0.0;0.0;0.0013948999227541507";0.5610383941098537;0.5610383941098537;-0.5610383941098537;baseline_mean
"1079;0;1;0;0.992483749304048;1.0;1.0;1.0;0.0;0.0;0.004494230908740249";0.565783953782557;0.565783953782557;-0.565783953782557;baseline_mean
"1109;0;1;0;0.8536939070956419;1.0;1.0;1.0;0.0;0.0;0.004053729368057271";0.5704882976005058;0.5704882976005058;-0.14079894990657427;baseline_mean
"1122;1;1;1;0.5350831770441581;1.0;1.0;1.0;0.0;0.0;0.004159672776575962";0.5706487731952268;0.5706487731952268;-0.14079894990657427;baseline_mean
"1002_13;1;13;1;0.9970377869499072;1.0;1.0;1.0;0.0;0.0;0.0021188000822672825";0.5627201457804367;0.5627201457804367;-0.5627201457804367;baseline_mean
"1003_11;0;11;0;0.9994488193599046;1.0;1.0;1.0;0.0;0.0;0.006016724018107225";0.567614165424609;0.567614165424609;-0.567614165424609;baseline_mean
"1004_11;1;11;0;0.8868680274505137;1.0;1.0;1.0;0.0;0.0;0.0038287468670789642";0.564785131004835;0.564785131004835;-0.564785131004835;baseline_mean
"1004_3;1;3;1;0.992040831576412;1.0;1.0;1.0;0.0;0.0;0.00756475666691223";0.5722126771675617;0.5722126771675617;-0.5722126771675617;baseline_mean
"1004_8;1;8;1;0.947911430468154;1.0;1.0;1.0;0.0;0.0;0.008600082832153402";0.5765319455196218;0.5765319455196218;-0.5765319455196218;baseline_mean
"1005_8;0;8;0;0.5769720375649142;1.0;1.0;1.0;0.0;0.0;0.0037526270491094137";0.5675939778411774;0.5675939778411774;;baseline_mean
