"Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability";MAPE Correctness;RMSE Correctness;R2 Correctness;Mode;"Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability"
"Case117;0;1;0;0.99999999065593;1.0;1.0;1.0;0.9053030303030304;0.9917690647323912;0.9917690647323912;;1.0;1.0;;1.0;1.0";-0.10468852230978905;-0.10468852230978905;0.10468852230978905;baseline_0;
"Case239;0;1;0;0.6341953451617331;1.0;1.0;1.0;0.8966942148760331;0.9897128875041998;0.9897128875041998;;1.0;1.0;1.0;1.0;1.0";-0.12525889862329148;-0.12525889862329148;0.12525889862329148;baseline_0;
"Case245;1;1;1;0.999999966606436;1.0;1.0;1.0;0.825455495818399;0.9901030269302052;0.9901030269302052;;1.0;1.0;1.0;1.0;1.0";0.00306067400677741;0.00306067400677741;-0.00306067400677741;baseline_0;
"Case256;1;1;1;0.9999955447254226;1.0;1.0;1.0;0.7878086419753086;0.9768805887274208;0.9768805887274208;;1.0;1.0;1.0;1.0;1.0";0.04591011010166115;0.04591011010166115;-0.04591011010166115;baseline_0;
"Case33;1;1;1;0.8505073037194961;1.0;1.0;1.0;0.6714456391875746;0.9889515845814448;0.9889515845814448;;1.0;1.0;1.0;1.0;1.0";-0.1549480639817581;-0.1549480639817581;0.1549480639817581;baseline_0;
"Case36;0;1;0;0.5517074104705301;1.0;1.0;1.0;0.7944912992420199;0.9870292057807364;0.9870292057807364;;1.0;1.0;1.0;1.0;1.0";-0.1721629128812293;-0.1721629128812293;0.1721629128812293;baseline_0;
"Case42;1;1;1;0.9279809912411228;1.0;1.0;1.0;0.7568027210884354;0.9920268566682934;0.9920268566682934;;1.0;1.0;1.0;1.0;1.0";-0.1528254877628299;-0.1528254877628299;0.16653240624168786;baseline_0;
"Case50;0;1;0;0.9999999997636828;1.0;1.0;1.0;0.7848831524396206;0.9894540471997452;0.9894540471997452;;1.0;1.0;;1.0;1.0";-0.11214621116664925;-0.11214621116664925;0.11214621116664925;baseline_0;
"Case117;0;1;0;0.99999999065593;1.0;1.0;1.0;0.9053030303030304;0.9917690647323912;0.9917690647323912;;1.0;1.0;;1.0;1.0";-0.10468852230978905;-0.10468852230978905;0.10468852230978905;baseline_0;
"Case239;0;1;0;0.6341953451617331;1.0;1.0;1.0;0.8966942148760331;0.9897128875041998;0.9897128875041998;;1.0;1.0;1.0;1.0;1.0";-0.12525889862329148;-0.12525889862329148;0.12525889862329148;baseline_0;
"Case245;1;1;1;0.999999966606436;1.0;1.0;1.0;0.825455495818399;0.9901030269302052;0.9901030269302052;;1.0;1.0;1.0;1.0;1.0";0.00306067400677741;0.00306067400677741;-0.00306067400677741;baseline_0;
"Case256;1;1;1;0.9999955447254226;1.0;1.0;1.0;0.7878086419753086;0.9768805887274208;0.9768805887274208;;1.0;1.0;1.0;1.0;1.0";0.04591011010166115;0.04591011010166115;-0.04591011010166115;baseline_0;
