Case ID;Actual;Prefix Length;Prediction;Prediction Probability;MAPE Correctness;RMSE Correctness;R2 Correctness;Mode
204667;1;1;1;0.5040057288636262;1.0;1.0;-1.0;baseline_max
204703;1;1;1;0.5040057288636262;1.0;1.0;-1.0;baseline_max
204724;0;1;1;0.5040057288636262;1.0;1.0;-1.0;baseline_max
205086;0;1;1;0.5040057288636262;1.0;1.0;-1.0;baseline_max
207726;0;1;1;0.5040057288636262;1.0;1.0;-1.0;baseline_max
211113;1;1;1;0.5040057288636262;1.0;1.0;-1.0;baseline_max
213076;0;1;1;0.5040057288636262;1.0;1.0;-1.0;baseline_max
213144;1;1;1;0.5040057288636262;1.0;1.0;-1.0;baseline_max
204469_9;0;9;0;0.5561301588367642;;;;baseline_max
204544_7;0;7;0;0.5561301588367642;;;;baseline_max
204607_9;1;9;0;0.5561301588367642;;;;baseline_max
204679_12;0;12;0;0.5561301588367642;;;;baseline_max
204838_4;0;4;0;0.5561301588367642;;;;baseline_max
204924_4;1;4;1;0.5040057288636262;1.0;1.0;-1.0;baseline_max
204936_5;0;5;0;0.5561301588367642;;;;baseline_max
205202_2;1;2;1;0.5040057288636262;1.0;1.0;-1.0;baseline_max
205295_3;0;3;1;0.5040057288636262;1.0;1.0;-1.0;baseline_max
205295_7;0;7;1;0.5040057288636262;1.0;1.0;-1.0;baseline_max
205340_9;0;9;0;0.5561301588367642;;;;baseline_max
205514_13;0;13;0;0.5561301588367642;;;;baseline_max
205724_13;0;13;1;0.5040057288636262;1.0;1.0;-1.0;baseline_max
205724_9;0;9;0;0.5561301588367642;;;;baseline_max
205742_8;1;8;1;0.5040057288636262;1.0;1.0;-1.0;baseline_max
205882_5;1;5;1;0.5040057288636262;1.0;1.0;-1.0;baseline_max
205912_4;0;4;1;0.5040057288636262;1.0;1.0;-1.0;baseline_max
205960_7;0;7;0;0.5561301588367642;;;;baseline_max
205984_2;0;2;1;0.5040057288636262;1.0;1.0;-1.0;baseline_max
