Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability;MAPE Correctness;RMSE Correctness;R2 Correctness;Mode
Case103_9;1;9;1;0.9511769741093696;1.0;1.0;1.0;0.93775;0.955300208824556;0.955300208824556;;1.0;1.0;1.0;1.0;1.0;0.5096677922090672;0.5134691010436729;;permutation
Case104;0;1;1;0.6715102511006412;1.0;1.0;1.0;0.9160612853747744;0.85293215717213;0.85293215717213;;1.0;1.0;1.0;1.0;1.0;0.5928579740125552;0.6060163507477291;-0.6060163507477291;permutation
Case104_5;0;5;1;0.6852132150854066;1.0;1.0;1.0;0.9565475359486248;0.9750379340882701;0.9750379340882701;;1.0;1.0;1.0;1.0;1.0;0.5810154349508987;0.5893490735498422;-0.5893490735498422;permutation
Case10_10;1;10;1;0.9999999904849358;1.0;1.0;1.0;0.9413686534216336;0.980874718455806;0.980874718455806;1.0;1.0;1.0;;1.0;1.0;0.5551372940383902;0.5598158279886742;-0.5598158279886742;permutation
Case10_3;1;3;1;0.9399397224568122;1.0;1.0;1.0;0.9324116465500082;0.9547367456615136;0.9547367456615136;;1.0;1.0;1.0;1.0;1.0;0.5565993358978539;0.5661026079843684;-0.5661026079843684;permutation
Case10_9;1;9;1;0.9999999361350224;1.0;1.0;1.0;0.9184005434005432;0.9444484697059186;0.9444484697059186;1.0;1.0;1.0;;1.0;1.0;0.5554297024102829;0.5583537861292105;-0.5583537861292105;permutation
Case114_5;1;5;1;0.7189332475705118;1.0;1.0;1.0;0.9375939849624059;0.9757600600948878;0.9757600600948878;;1.0;1.0;1.0;1.0;1.0;0.5916883405249842;0.5950510368017508;;permutation
Case115_3;1;3;1;0.7946405281697424;1.0;1.0;1.0;0.926710816777042;0.9622155333617004;0.9622155333617004;;1.0;1.0;1.0;1.0;1.0;0.5615702782200308;0.5672722414719393;-0.5672722414719393;permutation
Case125_5;0;5;0;0.8211515742961002;1.0;1.0;1.0;0.926710816777042;0.9805038037125784;0.9805038037125784;;1.0;1.0;1.0;1.0;1.0;0.5466574512535003;0.5604006447324598;-0.5604006447324598;permutation
Case127_11;1;11;1;0.9999822724420576;1.0;1.0;1.0;0.8913688398715622;0.9651043357972726;0.9651043357972726;1.0;1.0;1.0;;1.0;1.0;0.5242882108037048;0.5288205405680425;-0.24263315887965245;permutation
