Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability;MAPE Correctness;RMSE Correctness;R2 Correctness;Mode
Case103_9;1;9;1;0.9511769741093696;1.0;1.0;1.0;0.93775;0.955300208824556;0.955300208824556;;1.0;1.0;1.0;1.0;1.0;0.3995759400064551;0.3995759400064551;;baseline_mean
Case104;0;1;1;0.6715102511006412;1.0;1.0;1.0;0.9160612853747744;0.85293215717213;0.85293215717213;;1.0;1.0;1.0;1.0;1.0;0.40636082485650027;0.40636082485650027;-0.40636082485650027;baseline_mean
Case104_5;0;5;1;0.6852132150854066;1.0;1.0;1.0;0.9565475359486248;0.9750379340882701;0.9750379340882701;;1.0;1.0;1.0;1.0;1.0;0.4273910545848456;0.4273910545848456;-0.42737543213927387;baseline_mean
Case10_10;1;10;1;0.9999999904849358;1.0;1.0;1.0;0.9413686534216336;0.980874718455806;0.980874718455806;1.0;1.0;1.0;;1.0;1.0;0.45134394127902433;0.45134394127902433;-0.45134394127902433;baseline_mean
Case10_3;1;3;1;0.9399397224568122;1.0;1.0;1.0;0.9324116465500082;0.9547367456615136;0.9547367456615136;;1.0;1.0;1.0;1.0;1.0;0.43524680189498793;0.43524680189498793;-0.43524680189498793;baseline_mean
Case10_9;1;9;1;0.9999999361350224;1.0;1.0;1.0;0.9184005434005432;0.9444484697059186;0.9444484697059186;1.0;1.0;1.0;;1.0;1.0;0.4577802185165149;0.4577802185165149;-0.4577802185165149;baseline_mean
Case114_5;1;5;1;0.7189332475705118;1.0;1.0;1.0;0.9375939849624059;0.9757600600948878;0.9757600600948878;;1.0;1.0;1.0;1.0;1.0;0.45466511161823264;0.45466511161823264;;baseline_mean
Case115_3;1;3;1;0.7946405281697424;1.0;1.0;1.0;0.926710816777042;0.9622155333617004;0.9622155333617004;;1.0;1.0;1.0;1.0;1.0;0.43195029745451663;0.43195029745451663;-0.43195029745451663;baseline_mean
Case125_5;0;5;0;0.8211515742961002;1.0;1.0;1.0;0.926710816777042;0.9805038037125784;0.9805038037125784;;1.0;1.0;1.0;1.0;1.0;0.46282080516758656;0.46282080516758656;-0.46282080516758656;baseline_mean
Case127_11;1;11;1;0.9999822724420576;1.0;1.0;1.0;0.8913688398715622;0.9651043357972726;0.9651043357972726;1.0;1.0;1.0;;1.0;1.0;0.3931248880853599;0.3931248880853599;-0.24263315887965245;baseline_mean
