Actual;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability;SHAP Precision;SHAP Recall;SHAP Correlation;LIME Precision;LIME Recall;LIME Correlation;ACV Precision;ACV Recall;ACV Correlation;LINDA Precision;LINDA Recall;LINDA Correlation
0;0;0.6742509990000001;1;1;1;0.67511371;0.9995965309999999;0.9995965309999999;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.2947368421052632;1.0;1.0;0.7789473684210527;0.0;0.0;0.07315472869160615;0.0;0.0;-0.05931664749429285
1;0;0.604792395;1;1;1;0.887069452;0.999878831;0.999878831;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.2947368421052632;1.0;1.0;0.7263157894736842;0.0;0.0;0.0;0.0;0.0;-0.005453013418055771
0;0;0.7386876259999999;1;1;1;0.864498645;0.999665267;0.999665267;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.2947368421052632;1.0;1.0;0.7157894736842105;0.0;0.0;0.05748715997343672;0.0;0.0;-0.03419927840283847
1;0;0.708453833;1;1;1;0.9153020890000001;0.99967744;0.99967744;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.2947368421052632;0.0;0.0;0.4736842105263158;0.3333333333333333;1.0;0.5278615073083401;0.0;0.0;-0.06716604942594676
0;0;0.9373696840000001;1;1;1;0.9514327340000001;0.99975659;0.99975659;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.2947368421052632;1.0;1.0;0.8315789473684211;1.0;1.0;0.3162277660168379;0.05;1.0;0.0
0;0;0.8841749409999999;1;1;1;0.82316534;0.999035308;0.999035308;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.2947368421052632;0.0;0.0;0.7578947368421053;0.0;0.0;0.15941622826609111;0.05;1.0;0.0
0;0;0.757221131;1;1;1;0.864498645;0.998788404;0.998788404;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.2947368421052632;1.0;1.0;0.7263157894736842;0.0;0.0;0.36273812505500586;0.0;0.0;-0.021629522817435003
0;0;0.785211323;1;1;1;0.8851102940000001;0.997730985;0.997730985;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.2947368421052632;1.0;1.0;0.7368421052631579;0.5;1.0;0.20361112415224888;0.0;0.0;-0.03358302471297338
0;0;0.8694201859999999;1;1;1;1.0;0.9997874;0.9997874;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.2947368421052632;1.0;1.0;0.7473684210526316;0.5;1.0;0.1385000113846386;0.0;0.0;-0.028587769109551037
0;0;0.713541669;1;1;1;0.8493068109999999;0.9996223479999999;0.9996223479999999;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.2947368421052632;0.0;0.0;0.3894736842105264;0.0;0.0;0.0;0.0;0.0;-0.010814761408717502
0;0;0.967783774;1;1;1;0.9153020890000001;0.999700073;0.999700073;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.2947368421052632;1.0;1.0;0.8315789473684211;1.0;1.0;0.30079260375911915;0.05;1.0;0.0
0;0;0.6576820560000001;1;1;1;1.0;0.9998481859999999;0.9998481859999999;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.2947368421052632;1.0;1.0;0.7157894736842105;0.0;0.0;0.3630067205194695;0.0;0.0;0.03929732638908112
1;0;0.546060879;1;1;1;0.909543193;0.9990302959999999;0.9990302959999999;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.2947368421052632;0.0;0.0;0.4631578947368421;0.0;0.0;0.15270834311418668;0.0;0.0;-0.05145798439719186
