Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;LIME Subset Stability.1;LIME Weight Stability.1;LIME Adjusted Weight Stability.1;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability;MAPE Correctness;RMSE Correctness;R2 Correctness;Mode;Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability
CNA;1;1;1;0.9999992988369016;1.0;0.9994645614855522;0.9994645614855522;;1.0;1.0;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.01665211399391122;0.01665211399391122;-0.01665211399391122;baseline_0;
GJA;1;1;1;1.0;1.0;0.9997212701616884;0.9997212701616884;;1.0;1.0;;1.0;1.0;;1.0;1.0;;1.0;1.0;;;;baseline_0;
GNA;0;1;1;1.0;1.0;0.9995485460015624;0.9995485460015624;;1.0;1.0;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.07149152579830342;0.07149152579830342;-0.0706758776147694;baseline_0;
HS;1;1;1;1.0;1.0;0.999331319640854;0.999331319640854;-0.243351063829788;0.9992927361760492;0.9992927361760492;-0.24169986719787584;0.99859449776717;0.99859449776717;;1.0;1.0;;1.0;1.0;0.09941449154502016;0.09941449154502016;-0.09892149210312544;baseline_0;
MC;1;1;1;0.9999999999994884;1.0;0.999344178193182;0.999344178193182;;1.0;1.0;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.049353329114709715;0.049353329114709715;-0.025115071714221806;baseline_0;
NCA;0;1;0;0.9997909749742588;1.0;0.9976445297111218;0.9976445297111218;;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;;1.0;1.0;0.1285786478008138;0.1285786478008138;-0.1285786478008138;baseline_0;
QHA;0;1;1;1.0;1.0;0.9994627545349136;0.9994627545349136;;1.0;1.0;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.05333830777421322;0.05333830777421322;-0.05333830777421322;baseline_0;
YG;0;1;1;1.0;1.0;0.9996779667784954;0.9996779667784954;;1.0;1.0;;1.0;1.0;;1.0;1.0;;1.0;1.0;;;;baseline_0;
CNA;1;1;1;0.9999992988369016;1.0;0.9994645614855522;0.9994645614855522;;1.0;1.0;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.01665211399391122;0.01665211399391122;-0.01665211399391122;baseline_0;
GJA;1;1;1;1.0;1.0;0.9997212701616884;0.9997212701616884;;1.0;1.0;;1.0;1.0;;1.0;1.0;;1.0;1.0;;;;baseline_0;
GNA;0;1;1;1.0;1.0;0.9995485460015624;0.9995485460015624;;1.0;1.0;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.07149152579830342;0.07149152579830342;-0.0706758776147694;baseline_0;
HS;1;1;1;1.0;1.0;0.999331319640854;0.999331319640854;-0.243351063829788;0.9992927361760492;0.9992927361760492;-0.24169986719787584;0.99859449776717;0.99859449776717;;1.0;1.0;;1.0;1.0;0.09941449154502016;0.09941449154502016;-0.09892149210312544;baseline_0;
MC;1;1;1;0.9999999999994884;1.0;0.999344178193182;0.999344178193182;;1.0;1.0;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.049353329114709715;0.049353329114709715;-0.025115071714221806;baseline_0;
NCA;0;1;0;0.9997909749742588;1.0;0.9976445297111218;0.9976445297111218;;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;;1.0;1.0;0.1285786478008138;0.1285786478008138;-0.1285786478008138;baseline_0;
QHA;0;1;1;1.0;1.0;0.9994627545349136;0.9994627545349136;;1.0;1.0;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.05333830777421322;0.05333830777421322;-0.05333830777421322;baseline_0;
YG;0;1;1;1.0;1.0;0.9996779667784954;0.9996779667784954;;1.0;1.0;;1.0;1.0;;1.0;1.0;;1.0;1.0;;;;baseline_0;
