Case ID;Actual;Prefix Length;Prediction;Prediction Probability;MAPE Correctness;RMSE Correctness;R2 Correctness;Mode
AF;1;1;0;0.8235294117647058;1.0;1.0;-1.0;permutation
ALA_6;0;6;0;0.8235294117647058;1.0;1.0;-1.0;permutation
B;0;1;0;0.8235294117647058;1.0;1.0;-1.0;permutation
BF_5;1;5;0;0.8235294117647058;1.0;1.0;-1.0;permutation
BU_13;0;13;0;0.8235294117647058;1.0;1.0;-1.0;permutation
CFA_4;0;4;0;0.8235294117647058;1.0;1.0;-1.0;permutation
CFA_9;0;9;0;0.8235294117647058;1.0;1.0;-1.0;permutation
DBA_14;0;14;0;0.8235294117647058;1.0;1.0;-1.0;permutation
DBA_5;0;5;0;0.8235294117647058;1.0;1.0;-1.0;permutation
DC_11;0;11;0;0.8235294117647058;1.0;1.0;-1.0;permutation
EDA_2;1;2;0;0.9310344827586208;1.0;1.0;-1.0;permutation
EI_11;1;11;0;0.8235294117647058;1.0;1.0;-1.0;permutation
EJ;0;1;0;0.8235294117647058;1.0;1.0;-1.0;permutation
EJA_9;0;9;0;0.8235294117647058;1.0;1.0;-1.0;permutation
EMA_10;1;10;0;0.8235294117647058;1.0;1.0;-1.0;permutation
FDA_13;1;13;0;0.8235294117647058;1.0;1.0;-1.0;permutation
FN_2;0;2;0;0.9310344827586208;1.0;1.0;-1.0;permutation
FO_7;0;7;0;0.8235294117647058;1.0;1.0;-1.0;permutation
FU_2;0;2;0;0.8235294117647058;1.0;1.0;-1.0;permutation
FX;1;1;0;0.8235294117647058;1.0;1.0;-1.0;permutation
FZ_3;1;3;0;0.8235294117647058;1.0;1.0;-1.0;permutation
GL_14;1;14;0;0.8235294117647058;1.0;1.0;-1.0;permutation
GN_10;1;10;0;0.8235294117647058;1.0;1.0;-1.0;permutation
GO_9;0;9;0;0.8235294117647058;1.0;1.0;-1.0;permutation
HF_10;0;10;0;0.8235294117647058;1.0;1.0;-1.0;permutation
HI;1;1;0;0.8235294117647058;1.0;1.0;-1.0;permutation
HI_7;1;7;0;0.8235294117647058;1.0;1.0;-1.0;permutation
HL_9;0;9;0;0.8235294117647058;1.0;1.0;-1.0;permutation
HZ_14;0;14;0;0.8235294117647058;1.0;1.0;-1.0;permutation
IAA_3;0;3;0;0.9310344827586208;1.0;1.0;-1.0;permutation
IGA_9;1;9;0;0.8235294117647058;1.0;1.0;-1.0;permutation
IH_3;1;3;0;0.8235294117647058;1.0;1.0;-1.0;permutation
IIA_2;0;2;0;0.8235294117647058;1.0;1.0;-1.0;permutation
ILA_6;1;6;0;0.8235294117647058;1.0;1.0;-1.0;permutation
IP_12;1;12;0;0.8235294117647058;1.0;1.0;-1.0;permutation
IS_6;0;6;0;0.8235294117647058;1.0;1.0;-1.0;permutation
I_7;0;7;0;0.8235294117647058;1.0;1.0;-1.0;permutation
JCA_13;0;13;0;0.8235294117647058;1.0;1.0;-1.0;permutation
JO_10;1;10;0;0.8235294117647058;1.0;1.0;-1.0;permutation
JY_4;1;4;0;0.8235294117647058;1.0;1.0;-1.0;permutation
KFA_12;1;12;0;0.8235294117647058;1.0;1.0;-1.0;permutation
KMA_4;0;4;0;0.8235294117647058;1.0;1.0;-1.0;permutation
KX_6;1;6;0;0.9310344827586208;1.0;1.0;-1.0;permutation
LBA_12;0;12;0;0.8235294117647058;1.0;1.0;-1.0;permutation
LKA_13;1;13;0;0.8235294117647058;1.0;1.0;-1.0;permutation
LKA_5;1;5;0;0.8235294117647058;1.0;1.0;-1.0;permutation
LK_10;0;10;0;0.8235294117647058;1.0;1.0;-1.0;permutation
LM_5;0;5;0;0.8235294117647058;1.0;1.0;-1.0;permutation
LQ_4;1;4;0;0.8235294117647058;1.0;1.0;-1.0;permutation
LZ_11;0;11;0;0.9310344827586208;1.0;1.0;-1.0;permutation
L_2;1;2;0;0.8235294117647058;1.0;1.0;-1.0;permutation
MC_13;1;13;0;0.8235294117647058;1.0;1.0;-1.0;permutation
MC_6;1;6;0;0.8235294117647058;1.0;1.0;-1.0;permutation
MD_7;1;7;0;0.8235294117647058;1.0;1.0;-1.0;permutation
MKA_12;0;12;0;0.8235294117647058;1.0;1.0;-1.0;permutation
MN_12;1;12;0;0.9310344827586208;1.0;1.0;-1.0;permutation
MN_9;1;9;0;0.9310344827586208;1.0;1.0;-1.0;permutation
NK_14;0;14;0;0.9310344827586208;1.0;1.0;-1.0;permutation
NN_5;0;5;0;0.8235294117647058;1.0;1.0;-1.0;permutation
NO_7;0;7;0;0.8235294117647058;1.0;1.0;-1.0;permutation
NZ_3;0;3;0;0.8235294117647058;1.0;1.0;-1.0;permutation
OD_8;0;8;0;0.8235294117647058;1.0;1.0;-1.0;permutation
OL;1;1;0;0.8235294117647058;1.0;1.0;-1.0;permutation
OLA_8;1;8;0;0.8235294117647058;1.0;1.0;-1.0;permutation
OM_11;0;11;0;0.8235294117647058;1.0;1.0;-1.0;permutation
OR_4;0;4;0;0.8235294117647058;1.0;1.0;-1.0;permutation
OX_11;1;11;0;0.8235294117647058;1.0;1.0;-1.0;permutation
PB_2;1;2;0;0.8235294117647058;1.0;1.0;-1.0;permutation
PG_9;1;9;0;0.8235294117647058;1.0;1.0;-1.0;permutation
QB_12;1;12;0;0.8235294117647058;1.0;1.0;-1.0;permutation
QIA_10;1;10;0;0.8235294117647058;1.0;1.0;-1.0;permutation
QY_3;0;3;0;0.9310344827586208;1.0;1.0;-1.0;permutation
RI_8;1;8;0;0.8235294117647058;1.0;1.0;-1.0;permutation
RM_4;0;4;0;0.9310344827586208;1.0;1.0;-1.0;permutation
RZ;0;1;0;0.8235294117647058;1.0;1.0;-1.0;permutation
SJA_11;1;11;0;0.8235294117647058;1.0;1.0;-1.0;permutation
SK_14;1;14;0;0.8235294117647058;1.0;1.0;-1.0;permutation
SL_8;0;8;0;0.8235294117647058;1.0;1.0;-1.0;permutation
SM_7;1;7;0;0.8235294117647058;1.0;1.0;-1.0;permutation
SO_2;1;2;0;0.8235294117647058;1.0;1.0;-1.0;permutation
SO_4;1;4;0;0.8235294117647058;1.0;1.0;-1.0;permutation
SO_7;1;7;0;0.8235294117647058;1.0;1.0;-1.0;permutation
SQ_6;0;6;0;0.9310344827586208;1.0;1.0;-1.0;permutation
ST_10;0;10;0;0.8235294117647058;1.0;1.0;-1.0;permutation
TH_2;0;2;0;0.8235294117647058;1.0;1.0;-1.0;permutation
TJ_3;1;3;0;0.9310344827586208;1.0;1.0;-1.0;permutation
TKA_13;0;13;0;0.8235294117647058;1.0;1.0;-1.0;permutation
TX_6;0;6;0;0.8235294117647058;1.0;1.0;-1.0;permutation
UBA_14;0;14;0;0.8235294117647058;1.0;1.0;-1.0;permutation
UQ_8;0;8;0;0.8235294117647058;1.0;1.0;-1.0;permutation
VJ_12;0;12;0;0.8235294117647058;1.0;1.0;-1.0;permutation
VO_8;1;8;0;0.8235294117647058;1.0;1.0;-1.0;permutation
VO_9;1;9;0;0.8235294117647058;1.0;1.0;-1.0;permutation
WC_3;1;3;0;0.9310344827586208;1.0;1.0;-1.0;permutation
WC_5;1;5;0;0.9310344827586208;1.0;1.0;-1.0;permutation
WL;0;1;0;0.9310344827586208;1.0;1.0;-1.0;permutation
WM_13;1;13;0;0.9310344827586208;1.0;1.0;-1.0;permutation
WM_8;1;8;0;0.9310344827586208;1.0;1.0;-1.0;permutation
WW_14;1;14;0;0.8235294117647058;1.0;1.0;-1.0;permutation
XKA_8;0;8;0;0.8235294117647058;1.0;1.0;-1.0;permutation
YGA_11;1;11;0;0.8235294117647058;1.0;1.0;-1.0;permutation
YIA_5;1;5;0;0.8235294117647058;1.0;1.0;-1.0;permutation
YJA_7;0;7;0;0.8235294117647058;1.0;1.0;-1.0;permutation
YK_4;1;4;0;0.8235294117647058;1.0;1.0;-1.0;permutation
