Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability;MAPE Correctness;RMSE Correctness;R2 Correctness;Mode;Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability
BF;1;1;1;0.7083900425536246;1.0;1.0;1.0;0.8022684692895843;0.9600048299507128;0.9600048299507128;;1.0;1.0;;1.0;1.0;0.05517682231684247;0.05517682231684247;-0.05517682231684247;baseline_0;
G;0;1;0;0.6933101791227352;1.0;1.0;1.0;0.8716918999236978;0.9477160741199464;0.9477160741199464;1.0;1.0;1.0;1.0;1.0;1.0;0.06431854435750277;0.06431854435750277;-0.06431854435750277;baseline_0;
JAA;0;1;0;0.9448564264263004;1.0;1.0;1.0;0.7305109489051096;0.9591329008609816;0.9591329008609816;1.0;1.0;1.0;1.0;1.0;1.0;0.038919573894059006;0.038919573894059006;;baseline_0;
JO;1;1;1;0.7499733326509224;1.0;1.0;1.0;0.8643433069662578;0.9507534137489996;0.9507534137489996;;1.0;1.0;;1.0;1.0;0.06111201177407564;0.06111201177407564;-0.06111201177407564;baseline_0;
LKA;1;1;0;0.7066444685405964;1.0;1.0;1.0;0.8410993241126181;0.9295154673643832;0.9295154673643832;1.0;1.0;1.0;1.0;1.0;1.0;0.06138013370157624;0.06138013370157624;-0.06138013370157624;baseline_0;
RI;1;1;0;0.8116804972973212;1.0;1.0;1.0;0.8650767257351893;0.9680225734368332;0.9680225734368332;1.0;1.0;1.0;1.0;1.0;1.0;0.050932451369393054;0.050932451369393054;;baseline_0;
SQ;0;1;0;0.7072678596052641;1.0;1.0;1.0;0.7218283582089552;0.9114365966722192;0.9114365966722192;1.0;1.0;1.0;1.0;1.0;1.0;0.04277019954737493;0.04277019954737493;-0.04277019954737493;baseline_0;
ZJA;0;1;0;0.9577354278275892;1.0;1.0;1.0;0.7955069124423964;0.940505614842152;0.940505614842152;1.0;1.0;1.0;1.0;1.0;1.0;0.05485033224396175;0.05485033224396175;-0.05485033224396175;baseline_0;
BF;1;1;1;0.7083900425536246;1.0;1.0;1.0;0.8022684692895843;0.9600048299507128;0.9600048299507128;;1.0;1.0;;1.0;1.0;0.05517682231684247;0.05517682231684247;-0.05517682231684247;baseline_0;
G;0;1;0;0.6933101791227352;1.0;1.0;1.0;0.8716918999236978;0.9477160741199464;0.9477160741199464;1.0;1.0;1.0;1.0;1.0;1.0;0.06431854435750277;0.06431854435750277;-0.06431854435750277;baseline_0;
JAA;0;1;0;0.9448564264263004;1.0;1.0;1.0;0.7305109489051096;0.9591329008609816;0.9591329008609816;1.0;1.0;1.0;1.0;1.0;1.0;0.038919573894059006;0.038919573894059006;;baseline_0;
JO;1;1;1;0.7499733326509224;1.0;1.0;1.0;0.8643433069662578;0.9507534137489996;0.9507534137489996;;1.0;1.0;;1.0;1.0;0.06111201177407564;0.06111201177407564;-0.06111201177407564;baseline_0;
LKA;1;1;0;0.7066444685405964;1.0;1.0;1.0;0.8410993241126181;0.9295154673643832;0.9295154673643832;1.0;1.0;1.0;1.0;1.0;1.0;0.06138013370157624;0.06138013370157624;-0.06138013370157624;baseline_0;
RI;1;1;0;0.8116804972973212;1.0;1.0;1.0;0.8650767257351893;0.9680225734368332;0.9680225734368332;1.0;1.0;1.0;1.0;1.0;1.0;0.050932451369393054;0.050932451369393054;;baseline_0;
SQ;0;1;0;0.7072678596052641;1.0;1.0;1.0;0.7218283582089552;0.9114365966722192;0.9114365966722192;1.0;1.0;1.0;1.0;1.0;1.0;0.04277019954737493;0.04277019954737493;-0.04277019954737493;baseline_0;
ZJA;0;1;0;0.9577354278275892;1.0;1.0;1.0;0.7955069124423964;0.940505614842152;0.940505614842152;1.0;1.0;1.0;1.0;1.0;1.0;0.05485033224396175;0.05485033224396175;-0.05485033224396175;baseline_0;
BF;1;1;1;0.7083900425536246;1.0;1.0;1.0;0.8022684692895843;0.9600048299507128;0.9600048299507128;;1.0;1.0;;1.0;1.0;0.05517682231684247;0.05517682231684247;-0.05517682231684247;baseline_0;
G;0;1;0;0.6933101791227352;1.0;1.0;1.0;0.8716918999236978;0.9477160741199464;0.9477160741199464;1.0;1.0;1.0;1.0;1.0;1.0;0.06431854435750277;0.06431854435750277;-0.06431854435750277;baseline_0;
