Actual;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability;MAPE Correctness;RMSE Correctness;R2 Correctness
0;0;0.954034017;1;1;1;0.1294900219999999;0.985086154;0.985086154;1.0;1.0;1.0;1.0;1.0;1.0;-0.024869443585270528;-0.024869443585270528;0.024869443585270528
1;0;0.812565807;1;1;1;0.220855424;0.989528887;0.989528887;1.0;1.0;1.0;1.0;1.0;1.0;0.07460833075581158;0.07460833075581158;-0.07460833075581158
0;0;0.937377827;1;1;1;0.404845753;0.992877359;0.992877359;1.0;1.0;1.0;1.0;1.0;1.0;0.0342115007606059;0.0342115007606059;-0.0342115007606059
1;0;0.822327198;1;1;1;0.5377777779999999;0.984992435;0.984992435;1.0;1.0;1.0;1.0;1.0;1.0;0.03516024782745144;0.03516024782745144;-0.03516024782745144
0;0;0.788039603;1;1;1;0.4815249270000001;0.991386865;0.991386865;1.0;1.0;1.0;1.0;1.0;1.0;-0.060887258432903706;-0.060887258432903706;0.060887258432903706
0;0;0.965840335;1;1;1;0.370612443;0.980450244;0.980450244;1.0;1.0;1.0;1.0;1.0;1.0;0.016293773383453104;0.016293773383453104;0.0142524059402995
0;0;0.999258966;1;1;1;0.388212802;0.990601468;0.990601468;1.0;1.0;1.0;;1.0;1.0;0.23891166646640583;0.23891166646640583;-0.23891166646640583
0;0;0.964723115;1;1;1;0.320859321;0.99328236;0.99328236;1.0;1.0;1.0;1.0;1.0;1.0;0.009433237221999166;0.009433237221999166;-0.009433237221999166
0;0;0.994364983;1;1;1;0.488174583;0.994083975;0.994083975;1.0;1.0;1.0;1.0;1.0;1.0;0.08462844924991984;0.08462844924991984;-0.08462844924991984
0;0;0.99206091;1;1;1;0.38029661;0.6589977379999999;0.6589977379999999;1.0;1.0;1.0;1.0;1.0;1.0;0.0558187643988833;0.0558187643988833;-0.0558187643988833
0;0;0.864349921;1;1;1;0.4301653720000001;0.991768516;0.991768516;1.0;1.0;1.0;1.0;1.0;1.0;0.1740861050968937;0.1740861050968937;-0.1740861050968937
0;0;0.883731495;1;1;1;0.575163399;0.98809673;0.98809673;1.0;1.0;1.0;1.0;1.0;1.0;0.05231158823108628;0.05231158823108628;-0.05231158823108628
0;0;0.697380964;1;1;1;-0.03287758;0.989683373;0.989683373;1.0;1.0;1.0;1.0;1.0;1.0;-0.03601210606379568;-0.03601210606379568;0.03601210606379568
1;0;0.552760844;1;1;1;0.147252747;0.986514719;0.986514719;1.0;1.0;1.0;1.0;1.0;1.0;0.10260786960481973;0.10260786960481973;-0.10260786960481973
0;0;0.929510638;1;1;1;0.400433083;0.992062228;0.992062228;1.0;1.0;1.0;1.0;1.0;1.0;0.021607263638277408;0.021607263638277408;-0.021607263638277408
0;0;0.694291758;1;1;1;0.500512295;0.98447681;0.98447681;1.0;1.0;1.0;1.0;1.0;1.0;-0.012604237122328488;-0.012604237122328488;0.012604237122328488
