Actual;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability;MAPE Correctness;RMSE Correctness;R2 Correctness
0;0;0.954034017;1;1;1;0.1294900219999999;0.985086154;0.985086154;1.0;1.0;1.0;1.0;1.0;1.0;0.608126962570554;0.608126962570554;-0.608126962570554
1;0;0.812565807;1;1;1;0.220855424;0.989528887;0.989528887;1.0;1.0;1.0;1.0;1.0;1.0;0.6580478326323159;0.6580478326323159;-0.6580478326323159
0;0;0.937377827;1;1;1;0.404845753;0.992877359;0.992877359;1.0;1.0;1.0;1.0;1.0;1.0;0.6317259193270232;0.6317259193270232;-0.6317259193270232
1;0;0.822327198;1;1;1;0.5377777779999999;0.984992435;0.984992435;1.0;1.0;1.0;1.0;1.0;1.0;0.5990504407411427;0.5990504407411427;-0.5990504407411427
0;0;0.788039603;1;1;1;0.4815249270000001;0.991386865;0.991386865;1.0;1.0;1.0;1.0;1.0;1.0;0.6607664408256119;0.6607664408256119;-0.6607664408256119
0;0;0.965840335;1;1;1;0.370612443;0.980450244;0.980450244;1.0;1.0;1.0;1.0;1.0;1.0;0.590781549568979;0.590781549568979;-0.1950917178131502
0;0;0.999258966;1;1;1;0.388212802;0.990601468;0.990601468;1.0;1.0;1.0;;1.0;1.0;0.5471546043700389;0.5471546043700389;-0.5471546043700389
0;0;0.964723115;1;1;1;0.320859321;0.99328236;0.99328236;1.0;1.0;1.0;1.0;1.0;1.0;0.6426177455223168;0.6426177455223168;-0.6426177455223168
0;0;0.994364983;1;1;1;0.488174583;0.994083975;0.994083975;1.0;1.0;1.0;1.0;1.0;1.0;0.6190187887658475;0.6190187887658475;-0.6190187887658475
0;0;0.99206091;1;1;1;0.38029661;0.6589977379999999;0.6589977379999999;1.0;1.0;1.0;1.0;1.0;1.0;0.6389871367905522;0.6389871367905522;-0.6389871367905522
0;0;0.864349921;1;1;1;0.4301653720000001;0.991768516;0.991768516;1.0;1.0;1.0;1.0;1.0;1.0;0.6107772327851598;0.6107772327851598;-0.6107772327851598
0;0;0.883731495;1;1;1;0.575163399;0.98809673;0.98809673;1.0;1.0;1.0;1.0;1.0;1.0;0.6107772327851598;0.6107772327851598;-0.6107772327851598
0;0;0.697380964;1;1;1;-0.03287758;0.989683373;0.989683373;1.0;1.0;1.0;1.0;1.0;1.0;0.7152299201576068;0.7152299201576068;-0.7152299201576068
1;0;0.552760844;1;1;1;0.147252747;0.986514719;0.986514719;1.0;1.0;1.0;1.0;1.0;1.0;0.7116645435577086;0.7116645435577086;-0.7116645435577086
0;0;0.929510638;1;1;1;0.400433083;0.992062228;0.992062228;1.0;1.0;1.0;1.0;1.0;1.0;0.6389871367905522;0.6389871367905522;-0.6389871367905522
0;0;0.694291758;1;1;1;0.500512295;0.98447681;0.98447681;1.0;1.0;1.0;1.0;1.0;1.0;0.7052457461452544;0.7052457461452544;-0.7052457461452544
0;0;0.938611105;1;1;1;0.585013441;0.984688035;0.984688035;1.0;1.0;1.0;1.0;1.0;1.0;0.6271373372347623;0.6271373372347623;-0.6271373372347623
0;0;0.989543924;1;1;1;0.388212802;0.985791139;0.985791139;1.0;1.0;1.0;1.0;1.0;1.0;0.622649397497612;0.622649397497612;-0.26012431131909847
0;0;0.94681122;1;1;1;0.214140633;0.990050576;0.990050576;1.0;1.0;1.0;1.0;1.0;1.0;0.6135039168600935;0.6135039168600935;-0.6135039168600935
0;0;0.97915528;1;1;1;0.433551198;0.992284894;0.992284894;1.0;1.0;1.0;1.0;1.0;1.0;0.608050548710226;0.608050548710226;-0.608050548710226
1;0;0.8935443820000001;1;1;1;0.653065524;0.991806292;0.991806292;1.0;1.0;1.0;1.0;1.0;1.0;0.601773397289966;0.601773397289966;-0.601773397289966
0;0;0.96857412;1;1;1;0.510649644;0.97908207;0.97908207;1.0;1.0;1.0;1.0;1.0;1.0;0.590781549568979;0.590781549568979;-0.590781549568979
