Actual;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability;SHAP Precision;SHAP Recall;SHAP Correlation;LIME Precision;LIME Recall;LIME Correlation;ACV Precision;ACV Recall;ACV Correlation;LINDA Precision;LINDA Recall;LINDA Correlation
0;0;0.954034017;1;1;1;0.1294900219999999;0.9850861540000001;0.9850861540000001;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.2057505601194922;1.0;1.0;0.7546676624346528;0.0;0.0;0.18011651075698878;0.0;0.0;-0.04701674444896926
1;0;0.812565807;1;1;1;0.220855424;0.9895288870000001;0.9895288870000001;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.2057505601194922;1.0;1.0;0.7524271844660195;0.0;0.0;0.16943432662270105;0.0;0.0;0.014445910808763588
0;0;0.937377827;1;1;1;0.404845753;0.9928773590000001;0.9928773590000001;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.2057505601194922;1.0;1.0;0.7513069454817028;0.0;0.0;0.2367511516777281;0.0;0.0;0.022645316045686797
1;0;0.822327198;1;1;1;0.5377777779999999;0.984992435;0.984992435;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.2057505601194922;1.0;1.0;0.7457057505601195;0.0;0.0;0.11712581422252095;0.0;0.0;0.004047222256744915
0;0;0.788039603;1;1;1;0.4815249270000001;0.991386865;0.991386865;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.2057505601194922;1.0;1.0;0.7662434652725916;0.0;0.0;0.1522599040481771;0.0;0.0;-0.027140730924376744
0;0;0.965840335;1;1;1;0.37061244299999996;0.980450244;0.980450244;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.2057505601194922;1.0;1.0;0.7550410754294251;0.0;0.0;0.15767349308543105;0.0;0.0;0.02058888748735572
0;0;0.999258966;1;1;1;0.388212802;0.9906014679999999;0.9906014679999999;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.2057505601194922;1.0;1.0;0.7546676624346528;0.0;0.0;0.11239013842000324;0.009615384615384616;1.0;0.0
0;0;0.964723115;1;1;1;0.32085932100000003;0.99328236;0.99328236;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.2057505601194922;1.0;1.0;0.7498132935026139;0.0;0.0;0.2367511516777281;0.0;0.0;0.0
0;0;0.994364983;1;1;1;0.488174583;0.994083975;0.994083975;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.2057505601194922;1.0;1.0;0.7744585511575803;0.0;0.0;0.2367511516777281;0.0;0.0;-0.0912505192104717
0;0;0.99206091;1;1;1;0.38029661;0.6589977379999999;0.6589977379999999;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.2057505601194922;1.0;1.0;0.7718446601941747;0.0;0.0;0.2395725675590193;0.0;0.0;0.023104659441226697
