Case ID;Actual;Prefix Length;Prediction;Prediction Probability;MAPE Correctness;RMSE Correctness;R2 Correctness;Mode
BM;0;1;0;1.0;0.8465586909414806;0.8465586909414806;-0.8525184889098316;baseline_0
DKA;1;1;1;1.0;0.35502687178240944;0.35502687178240944;-0.35502687178240944;baseline_0
JU;0;1;0;0.5;0.7299439546369101;0.7299439546369101;-0.7348397610878195;baseline_0
JY;1;1;1;1.0;0.5257437655147015;0.5257437655147015;-0.5269593596588861;baseline_0
QG;1;1;1;1.0;0.5085510146349168;0.5085510146349168;-0.5085510146349168;baseline_0
SM;1;1;1;1.0;0.4976644379812396;0.4976644379812396;-0.4976644379812396;baseline_0
SY;0;1;0;1.0;0.6985590364167538;0.6985590364167538;-0.6985590364167538;baseline_0
WF;0;1;0;0.5;0.62044208831154;0.62044208831154;-0.62044208831154;baseline_0
BM;0;1;0;1.0;0.8465586909414806;0.8465586909414806;-0.8525184889098316;baseline_0
DKA;1;1;1;1.0;0.35502687178240944;0.35502687178240944;-0.35502687178240944;baseline_0
JU;0;1;0;0.5;0.7299439546369101;0.7299439546369101;-0.7348397610878195;baseline_0
JY;1;1;1;1.0;0.5257437655147015;0.5257437655147015;-0.5269593596588861;baseline_0
QG;1;1;1;1.0;0.5085510146349168;0.5085510146349168;-0.5085510146349168;baseline_0
SM;1;1;1;1.0;0.4976644379812396;0.4976644379812396;-0.4976644379812396;baseline_0
SY;0;1;0;1.0;0.6985590364167538;0.6985590364167538;-0.6985590364167538;baseline_0
WF;0;1;0;0.5;0.62044208831154;0.62044208831154;-0.62044208831154;baseline_0
BM;0;1;0;1.0;0.8465586909414806;0.8465586909414806;-0.8525184889098316;baseline_0
DKA;1;1;1;1.0;0.35502687178240944;0.35502687178240944;-0.35502687178240944;baseline_0
JU;0;1;0;0.5;0.7299439546369101;0.7299439546369101;-0.7348397610878195;baseline_0
JY;1;1;1;1.0;0.5257437655147015;0.5257437655147015;-0.5269593596588861;baseline_0
QG;1;1;1;1.0;0.5085510146349168;0.5085510146349168;-0.5085510146349168;baseline_0
SM;1;1;1;1.0;0.4976644379812396;0.4976644379812396;-0.4976644379812396;baseline_0
SY;0;1;0;1.0;0.6985590364167538;0.6985590364167538;-0.6985590364167538;baseline_0
WF;0;1;0;0.5;0.62044208831154;0.62044208831154;-0.62044208831154;baseline_0
BM;0;1;0;1.0;0.8465586909414806;0.8465586909414806;-0.8525184889098316;baseline_0
DKA;1;1;1;1.0;0.35502687178240944;0.35502687178240944;-0.35502687178240944;baseline_0
JU;0;1;0;0.5;0.7299439546369101;0.7299439546369101;-0.7348397610878195;baseline_0
JY;1;1;1;1.0;0.5257437655147015;0.5257437655147015;-0.5269593596588861;baseline_0
QG;1;1;1;1.0;0.5085510146349168;0.5085510146349168;-0.5085510146349168;baseline_0
SM;1;1;1;1.0;0.4976644379812396;0.4976644379812396;-0.4976644379812396;baseline_0
SY;0;1;0;1.0;0.6985590364167538;0.6985590364167538;-0.6985590364167538;baseline_0
WF;0;1;0;0.5;0.62044208831154;0.62044208831154;-0.62044208831154;baseline_0
BM;0;1;0;1.0;0.8465586909414806;0.8465586909414806;-0.8525184889098316;baseline_0
DKA;1;1;1;1.0;0.35502687178240944;0.35502687178240944;-0.35502687178240944;baseline_0
JU;0;1;0;0.5;0.7299439546369101;0.7299439546369101;-0.7348397610878195;baseline_0
JY;1;1;1;1.0;0.5257437655147015;0.5257437655147015;-0.5269593596588861;baseline_0
QG;1;1;1;1.0;0.5085510146349168;0.5085510146349168;-0.5085510146349168;baseline_0
SM;1;1;1;1.0;0.4976644379812396;0.4976644379812396;-0.4976644379812396;baseline_0
SY;0;1;0;1.0;0.6985590364167538;0.6985590364167538;-0.6985590364167538;baseline_0
WF;0;1;0;0.5;0.62044208831154;0.62044208831154;-0.62044208831154;baseline_0
CGA_2;0;2;1;0.5588235294117647;0.5023023913019848;0.5023023913019848;-0.5023023913019848;baseline_0
FMA_2;1;2;1;0.5588235294117647;0.5023023913019848;0.5023023913019848;-0.5023023913019848;baseline_0
GI_2;0;2;0;0.7142857142857143;;;;baseline_0
OX_2;1;2;1;0.5588235294117647;0.5023023913019848;0.5023023913019848;-0.5023023913019848;baseline_0
RS_2;0;2;1;0.5588235294117647;0.5023023913019848;0.5023023913019848;-0.5023023913019848;baseline_0
SCA_2;1;2;1;0.5588235294117647;0.5023023913019848;0.5023023913019848;-0.5023023913019848;baseline_0
YMA_2;1;2;0;0.7142857142857143;;;;baseline_0
ZZ_2;0;2;0;1.0;0.6962648609027141;0.6962648609027141;-0.6995043077390877;baseline_0
CGA_2;0;2;1;0.5588235294117647;0.5023023913019848;0.5023023913019848;-0.5023023913019848;baseline_0
FMA_2;1;2;1;0.5588235294117647;0.5023023913019848;0.5023023913019848;-0.5023023913019848;baseline_0
GI_2;0;2;0;0.7142857142857143;;;;baseline_0
OX_2;1;2;1;0.5588235294117647;0.5023023913019848;0.5023023913019848;-0.5023023913019848;baseline_0
