Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Precision;SHAP Recall;SHAP Correlation;MAPE Correctness;RMSE Correctness;R2 Correctness;Mode
AEFE_4;1;4;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
ALFE_8;1;8;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
BHLD_10;0;10;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
BMLD_6;0;6;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
BSGE_2;1;2;0;0.9279284160661346;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
CQND_3;0;3;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
CWGE_8;0;8;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
CWND_3;1;3;1;0.8978075065031587;1.0;1.0;0.7072063386359937;1.0;1.0;-1.0;permutation
DIGE_4;1;4;0;0.9279284160661346;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
DITD_10;0;10;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
DLLD_9;0;9;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
DPCE_6;0;6;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
DPPE;1;1;0;0.9279284160661346;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
DRYD_14;0;14;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
DYLD_10;0;10;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
EFZD_8;0;8;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
EJSD_5;1;5;0;0.9279284160661346;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
EJSD_9;1;9;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
FERD;1;1;0;0.9279284160661346;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
FHYD;1;1;0;0.9279284160661346;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
FRRD_9;0;9;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
FYUD_13;0;13;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
GARD_8;1;8;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
GARD_9;1;9;1;0.8978075065031587;1.0;1.0;0.7072063386359937;1.0;1.0;-1.0;permutation
GBLD_3;1;3;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
GEYD_4;0;4;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
GKLD_2;0;2;0;0.9279284160661346;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
GWSD_6;1;6;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
GXYD_11;1;11;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
GXYD_12;1;12;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
GXYD_13;1;13;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
GXYD_14;1;14;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
GXYD_9;1;9;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
HTME_8;0;8;0;0.9279284160661346;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
HXTD_2;1;2;1;0.8978075065031587;1.0;1.0;0.7072063386359937;1.0;1.0;-1.0;permutation
HZLE_5;0;5;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
IDGE_3;0;3;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
