Case ID;Actual;Prefix Length;Prediction;Prediction Probability;MAPE Correctness;RMSE Correctness;R2 Correctness;Mode
204718.0;1.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
206219.0;0.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
207026.0;1.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
207464.0;0.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
208070.0;0.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
210806.0;1.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
210866.0;0.0;1.0;0.0;0.7857142857142857;0.7113537069458078;0.7113537069458078;-0.7113537069458078;baseline_0
210969.0;1.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
204718.0;1.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
206219.0;0.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
207026.0;1.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
207464.0;0.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
208070.0;0.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
210806.0;1.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
210866.0;0.0;1.0;0.0;0.7857142857142857;0.7113537069458078;0.7113537069458078;-0.7113537069458078;baseline_0
210969.0;1.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
204718.0;1.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
206219.0;0.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
207026.0;1.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
207464.0;0.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
208070.0;0.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
210806.0;1.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
210866.0;0.0;1.0;0.0;0.7857142857142857;0.7113537069458078;0.7113537069458078;-0.7113537069458078;baseline_0
210969.0;1.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
204718.0;1.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
206219.0;0.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
207026.0;1.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
207464.0;0.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
208070.0;0.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
210806.0;1.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
210866.0;0.0;1.0;0.0;0.7857142857142857;0.7113537069458078;0.7113537069458078;-0.7113537069458078;baseline_0
210969.0;1.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
204718.0;1.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
206219.0;0.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
207026.0;1.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
207464.0;0.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
208070.0;0.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
210806.0;1.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
210866.0;0.0;1.0;0.0;0.7857142857142857;0.7113537069458078;0.7113537069458078;-0.7113537069458078;baseline_0
210969.0;1.0;1.0;1.0;0.5294117647058824;0.9759036144578314;0.9759036144578314;-0.9939576486092934;baseline_0
204682_2;0.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
205400_2;0.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
208430_2;0.0;2.0;0.0;0.5385656292286874;1.0;1.0;-1.0;baseline_0
208607_2;1.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
209604_2;1.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
209646_2;1.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
212187_2;0.0;2.0;0.0;0.5385656292286874;1.0;1.0;-1.0;baseline_0
212295_2;1.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
204682_2;0.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
205400_2;0.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
208430_2;0.0;2.0;0.0;0.5385656292286874;1.0;1.0;-1.0;baseline_0
208607_2;1.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
209604_2;1.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
209646_2;1.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
212187_2;0.0;2.0;0.0;0.5385656292286874;1.0;1.0;-1.0;baseline_0
212295_2;1.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
204682_2;0.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
205400_2;0.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
208430_2;0.0;2.0;0.0;0.5385656292286874;1.0;1.0;-1.0;baseline_0
208607_2;1.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
209604_2;1.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
209646_2;1.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
212187_2;0.0;2.0;0.0;0.5385656292286874;1.0;1.0;-1.0;baseline_0
212295_2;1.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
204682_2;0.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
205400_2;0.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
208430_2;0.0;2.0;0.0;0.5385656292286874;1.0;1.0;-1.0;baseline_0
208607_2;1.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
209604_2;1.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
209646_2;1.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
212187_2;0.0;2.0;0.0;0.5385656292286874;1.0;1.0;-1.0;baseline_0
212295_2;1.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
204682_2;0.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
205400_2;0.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
208430_2;0.0;2.0;0.0;0.5385656292286874;1.0;1.0;-1.0;baseline_0
208607_2;1.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
209604_2;1.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
209646_2;1.0;2.0;1.0;0.5288201160541586;1.0;1.0;-1.0;baseline_0
