Actual;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability;SHAP Precision;SHAP Recall;SHAP Correlation;LIME Precision;LIME Recall;LIME Correlation;ACV Precision;ACV Recall;ACV Correlation;LINDA Precision;LINDA Recall;LINDA Correlation
0;0;1.0;1;0.998944455;0.998944455;0.829140313;0.976847828;0.976847828;1.0;1.0;1.0;;1.0;1.0;0.0;0.0;0.2717051639134243;0.0;0.0;0.4520510673066776;0.0;0.0;0.2743593072497376;0.008547008547008548;1.0;0.0
0;0;1.0;1;0.998524843;0.998524843;0.8703357490000001;0.98180558;0.98180558;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.4600634416071106;0.0;0.0;0.4731138102854378;0.0;0.0;0.12411871870323905;0.008547008547008548;1.0;0.0
0;0;1.0;1;0.998744848;0.998744848;0.848851675;0.985027378;0.985027378;1.0;1.0;1.0;;1.0;1.0;0.0;0.0;0.245569215725416;0.0;0.0;0.4750667221695502;1.0;0.5;0.28125660826998244;0.017094017094017096;1.0;0.0
0;0;1.0;1;0.999064787;0.999064787;0.811465173;0.978441093;0.978441093;1.0;1.0;1.0;;1.0;1.0;0.0;0.0;0.2832002109485137;0.0;0.0;0.4272649774543533;0.0;0.0;0.21402265255903835;0.008547008547008548;1.0;0.0
0;0;1.0;1;0.998717182;0.998717182;0.791623015;0.979258822;0.979258822;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.2906194460422041;0.25;1.0;0.4567722272785489;0.0;0.0;0.2766584075898192;0.008547008547008548;1.0;0.0
0;0;1.0;1;0.999138602;0.999138602;0.856444428;0.978684731;0.978684731;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.31589114305855753;0.0;0.0;0.442313674864693;0.0;0.0;0.2172654200220541;0.008547008547008548;1.0;0.0
0;0;1.0;1;0.999173585;0.999173585;0.837164948;0.961935976;0.961935976;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.2814849508679713;0.25;1.0;0.4499855598189839;0.0;0.0;0.27067422205734903;0.008547008547008548;1.0;0.0
0;0;1.0;1;0.998951544;0.998951544;0.8455890979999999;0.980207588;0.980207588;1.0;1.0;1.0;;1.0;1.0;1.0;0.5;0.328357368598379;0.25;0.5;0.4644441122328398;0.0;0.0;0.2329755011282688;0.017094017094017096;1.0;0.0
0;0;1.0;1;0.999068055;0.999068055;0.8156536809999999;0.671533017;0.671533017;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.2788811498316559;0.25;1.0;0.4727061421836146;0.0;0.0;0.27358861475783186;0.008547008547008548;1.0;0.0
0;0;1.0;1;0.998598106;0.998598106;0.8341512529999999;0.938636071;0.938636071;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.3024027879855992;0.0;0.0;0.463263822239872;0.0;0.0;0.2318578736056249;0.008547008547008548;1.0;0.0
0;0;1.0;1;0.999020635;0.999020635;0.7828865979999999;0.985134306;0.985134306;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.31619415614542423;0.0;0.0;0.42195367248599797;0.0;0.0;0.20996919323026866;0.008547008547008548;1.0;0.0
0;0;1.0;1;0.998678348;0.998678348;0.826476966;0.976358228;0.976358228;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.31466313172448923;0.25;0.5;0.4505757048154678;0.0;0.0;0.2283773004481056;0.017094017094017096;1.0;0.0
0;0;1.0;1;0.998849069;0.998849069;0.808526307;0.913610359;0.913610359;1.0;1.0;1.0;;1.0;1.0;0.0;0.0;0.2925580845479514;0.0;0.0;0.4172325125141267;1.0;0.3333333333333333;0.2148333444247923;0.02564102564102564;1.0;0.0
0;0;1.0;1;0.998696073;0.998696073;0.8534230209999999;0.987932003;0.987932003;1.0;1.0;1.0;;1.0;1.0;1.0;0.5;0.27269385159404885;0.4;1.0;0.4877548395939544;0.0;0.0;0.2781911411498736;0.017094017094017096;1.0;0.0
0;0;1.0;1;0.998629669;0.998629669;0.830827068;0.985907792;0.985907792;1.0;1.0;1.0;;1.0;1.0;0.5;0.3333333333333333;0.3670395310844031;0.0;0.0;0.4661014362796378;0.0;0.0;0.18809440512607334;0.02564102564102564;1.0;0.0
0;0;1.0;1;0.999012091;0.999012091;0.792199488;0.987298505;0.987298505;1.0;1.0;1.0;;1.0;1.0;0.0;0.0;0.28114479552834143;0.0;0.0;0.4172325125141267;1.0;0.3333333333333333;0.2205081874850698;0.02564102564102564;1.0;0.0
